gene_name	Chromosome	seqnames	Cell Type	LSK- WT rep1 (FPKM)	LSK- XistΔ/Δ rep1 (FPK	LSK- WT rep2 (FPKM)	LSK- XistΔ/Δ rep2 (FPK	FoldChange_1	FoldChange_2	FoldChange
Jrkl	chr9	autosomes	LSK- and Lin-	1.997748343	1.771208186	2.028796828	1.504456562	0.886602255	0.741551121	0.814076688
Smco4	chr9	autosomes	LSK- and Lin-	19.33938084	12.26214038	24.3752879	23.66946381	0.634050308	0.971043456	0.802546882
Zfp26	chr9	autosomes	LSK- and Lin-	1.957116278	1.855152557	2.176274937	1.831386887	0.947901041	0.841523677	0.894712359
Zfp846	chr9	autosomes	LSK- and Lin-	2.224458598	2.000447893	2.374533491	1.465152324	0.899296528	0.617027441	0.758161985
Fdx1l	chr9	autosomes	LSK- and Lin-	1.523823674	1.355310335	2.238661352	1.617092064	0.889414148	0.722347783	0.805880966
Arhgap32	chr9	autosomes	LSK- and Lin-	1.398585269	0.915516606	1.235648481	0.826140088	0.654601922	0.668588276	0.661595099
Ei24	chr9	autosomes	LSK- and Lin-	42.86870728	40.69476543	67.02555158	48.49398078	0.949288374	0.723514833	0.836401604
Snupn	chr9	autosomes	LSK- and Lin-	11.96864692	10.57916396	13.36924423	12.80821999	0.883906429	0.958036204	0.920971317
1700017B05Rik	chr9	autosomes	LSK- and Lin-	30.2212885	26.6407144	38.82369781	32.23797507	0.881521461	0.830368483	0.855944972
Senp8	chr9	autosomes	LSK- and Lin-	2.884141551	2.464422931	2.494970555	2.057511064	0.854473641	0.824663466	0.839568553
Map2k5	chr9	autosomes	LSK- and Lin-	31.82038618	30.93192725	32.35285112	26.56372641	0.972078939	0.82106292	0.89657093
Uchl4	chr9	autosomes	LSK- and Lin-	13.49891852	13.17468432	17.96555213	16.70707155	0.975980728	0.929950353	0.952965541
Usp3	chr9	autosomes	LSK- and Lin-	10.11692318	9.930972901	11.31025594	9.791884979	0.981619879	0.865752732	0.923686305
Slc17a5	chr9	autosomes	LSK- and Lin-	8.370201883	7.924641569	8.415002199	7.20112002	0.946768272	0.855747848	0.90125806
Atp2c1	chr9	autosomes	LSK- and Lin-	16.34350112	15.88862157	18.38922451	14.9596284	0.972167557	0.813499688	0.892833623
Mir6236	chr9	autosomes	LSK- and Lin-	3091.377572	2792.094288	4671.244502	2107.034253	0.903187729	0.451064861	0.677126295
Clasp2	chr9	autosomes	LSK- and Lin-	9.331666359	7.746829968	9.474900288	9.020656607	0.830165768	0.95205821	0.891111989
Ano10	chr9	autosomes	LSK- and Lin-	9.514927706	9.179441916	11.62957573	5.189820785	0.96474111	0.446260543	0.705500827
Ppp2r3d	chr9	autosomes	LSK- and Lin-	4.49277973	3.44815886	4.288191292	3.922817354	0.767488964	0.914795327	0.841142145
Tcea1	chr1	autosomes	LSK-	10.96788646	9.869291259	13.21813557	12.14551898	0.899835287	0.918852656	0.909343971
Eya1	chr1	autosomes	LSK-	1.427235991	1.303641836	1.769157835	1.592567346	0.91340314	0.90018387	0.906793505
Rpl7	chr1	autosomes	LSK-	43.6725125	38.04211008	61.002489	46.20206388	0.871076746	0.75737998	0.814228363
Rdh10	chr1	autosomes	LSK-	4.720743544	4.104972866	5.144619587	4.879737012	0.869560659	0.948512699	0.909036679
Tram2	chr1	autosomes	LSK-	2.615602729	2.406060445	2.71775692	2.008749435	0.919887573	0.739120346	0.829503959
1700001G17Rik	chr1	autosomes	LSK-	1.723392418	1.629319834	1.599062756	1.024170434	0.945414298	0.640481701	0.792948
Lipt1	chr1	autosomes	LSK-	6.193129794	5.944868563	10.88564304	9.491970599	0.959913446	0.87197151	0.915942478
Rnf149	chr1	autosomes	LSK-	27.17151654	24.12318758	27.67726815	23.89479014	0.8878116	0.863336295	0.875573948
Il1r1	chr1	autosomes	LSK-	3.330275673	1.569372503	3.735736775	1.768131996	0.471244022	0.473302083	0.472273052
Tex30	chr1	autosomes	LSK-	64.46933263	61.77586647	84.5323423	81.27610559	0.95822097	0.961479398	0.959850184
Bivm	chr1	autosomes	LSK-	4.467446688	4.066082818	5.621128419	4.328774772	0.910158106	0.770089998	0.840124052
Slc39a10	chr1	autosomes	LSK-	7.247654652	7.000169229	8.710541805	7.799983756	0.965853033	0.895464821	0.930658927
Ormdl1	chr1	autosomes	LSK-	19.39853783	19.12506525	25.21297385	20.35362124	0.985902413	0.807267773	0.896585093
Wdr12	chr1	autosomes	LSK-	34.25979795	33.41689275	45.00099804	44.49354474	0.975396667	0.98872351	0.982060089
Pard3b	chr1	autosomes	LSK-	1.679319591	1.107170541	2.015492406	1.280237451	0.659297103	0.63519835	0.647247726
2810408I11Rik	chr1	autosomes	LSK-	19.40743436	18.91119403	16.87330589	16.85615036	0.9744304	0.998983274	0.986706837
Plekhm3	chr1	autosomes	LSK-	1.56076624	1.316254012	1.429720811	1.300899004	0.843338341	0.909897229	0.876617785
Rpl37a	chr1	autosomes	LSK-	103.1902378	84.59595103	122.3365852	100.8383849	0.819805757	0.824270064	0.82203791
Ctdsp1	chr1	autosomes	LSK-	5.580400384	5.035403192	6.23045003	4.89791555	0.90233726	0.786125485	0.844231372
Usp37	chr1	autosomes	LSK-	11.0036972	9.984190619	11.49262984	9.556997918	0.907348725	0.831576241	0.869462483
Nhej1	chr1	autosomes	LSK-	16.65821514	14.83849434	13.19377285	12.44835177	0.890761358	0.943502053	0.917131705
Gbx2	chr1	autosomes	LSK-	11.03276483	9.566037325	13.93037385	12.00088593	0.867057122	0.861490586	0.864273854
Myeov2	chr1	autosomes	LSK-	121.6291134	111.1031691	142.7898194	109.8162626	0.913458678	0.769076276	0.841267477
Dusp28	chr1	autosomes	LSK-	8.620108605	8.166686587	14.09843111	10.02832214	0.947399501	0.711307667	0.829353584
Stk25	chr1	autosomes	LSK-	26.74415387	24.8153037	24.62638183	24.19696898	0.927877689	0.982562893	0.955220291
B230216N24Rik	chr1	autosomes	LSK-	1.331557158	0.51982965	1.519627456	1.013370372	0.390392291	0.666854477	0.528623384
Phlpp1	chr1	autosomes	LSK-	1.382484718	0.97620041	1.09113756	1.08888579	0.706120218	0.99793631	0.852028264
2900060B14Rik	chr1	autosomes	LSK-	2.118236279	1.873925271	1.896127923	1.101464517	0.884663004	0.580902008	0.732782506
Tmem185b	chr1	autosomes	LSK-	17.3541286	15.35475617	21.02769094	15.0532506	0.884789811	0.71587749	0.800333651
Slc41a1	chr1	autosomes	LSK-	5.306244279	5.126322658	4.752788919	3.848230864	0.966092473	0.809678471	0.887885472
Nucks1	chr1	autosomes	LSK-	51.08542038	49.25463661	68.42162507	52.7300786	0.964162304	0.770663932	0.867413118
Dstyk	chr1	autosomes	LSK-	5.151358341	4.870914353	3.828199092	2.842451237	0.945559216	0.742503503	0.844031359
Snrpe	chr1	autosomes	LSK-	140.9462944	134.9469156	179.4883242	151.7479193	0.957435001	0.845447301	0.901441151
Tmem183a	chr1	autosomes	LSK-	32.94842182	32.13634162	40.36021558	38.11335665	0.975352986	0.944329858	0.959841422
Tmem9	chr1	autosomes	LSK-	32.45541841	24.84429271	65.51993815	48.57089591	0.76548983	0.74131474	0.753402285
Glrx2	chr1	autosomes	LSK-	11.40645009	10.85109821	14.9729617	13.66951766	0.95131247	0.912946813	0.932129641
Rnf2	chr1	autosomes	LSK-	30.45093126	28.6275341	33.23700915	28.53208346	0.940120151	0.858443169	0.89928166
1700025G04Rik	chr1	autosomes	LSK-	2.995617874	2.28182349	2.271145084	1.648058531	0.761720482	0.725650925	0.743685703
Rgl1	chr1	autosomes	LSK-	2.596443912	1.575403466	2.925787065	1.767204137	0.606754284	0.604009826	0.605382055
Lamc1	chr1	autosomes	LSK-	1.789943432	1.452318611	1.376362688	1.080405898	0.811376821	0.784971801	0.798174311
Ier5	chr1	autosomes	LSK-	13.16720411	7.620279562	5.96143509	5.293388173	0.578731787	0.887938574	0.73333518
Xpr1	chr1	autosomes	LSK-	4.674037756	4.295805683	5.517270433	5.488656062	0.919078088	0.994813673	0.95694588
Rfwd2	chr1	autosomes	LSK-	3.463146156	3.367939034	4.050848874	3.389517079	0.972508489	0.836742417	0.904625453
Mrps14	chr1	autosomes	LSK-	54.02640825	53.50671944	81.82895507	56.25200365	0.990380837	0.687433972	0.838907405
Cenpl	chr1	autosomes	LSK-	14.89151269	13.87160838	14.86262942	12.37708873	0.931511034	0.83276575	0.882138392
Pbx1	chr1	autosomes	LSK-	2.41879529	1.97199601	3.316194879	2.799487476	0.815280243	0.844186659	0.829733451
Sh2d1b1	chr1	autosomes	LSK-	1.501905023	1.035445747	1.129802249	0.578894133	0.689421588	0.512385361	0.600903475
Dusp12	chr1	autosomes	LSK-	25.27474974	23.68941301	30.83740025	29.02427452	0.937275868	0.941203677	0.939239773
Vangl2	chr1	autosomes	LSK-	3.701650341	2.975299319	4.909786973	2.994671327	0.803776436	0.609939157	0.706857797
Zbtb18	chr1	autosomes	LSK-	7.78007382	7.440233172	3.972513136	3.376138588	0.956319097	0.849874745	0.903096921
Desi2	chr1	autosomes	LSK-	11.51298585	11.47146506	16.92430683	12.37851925	0.996393569	0.7314048	0.863899184
Sccpdh	chr1	autosomes	LSK-	19.13126983	18.69355147	23.12025227	17.58549422	0.977120266	0.760609963	0.868865114
Itpkb	chr1	autosomes	LSK-	3.682888358	3.0196417	2.379135138	1.84640022	0.819911278	0.77608043	0.797995854
Bpnt1	chr1	autosomes	LSK-	11.42947568	10.18943815	12.90929546	8.359349174	0.8915053	0.647544957	0.769525129
Angel2	chr1	autosomes	LSK-	35.65065441	34.97327486	39.46438445	38.34251696	0.98099952	0.971572659	0.97628609
Mfsd7b	chr1	autosomes	LSK-	8.565494112	8.171552636	14.36394504	10.69822212	0.954008319	0.744796927	0.849402623
Nek2	chr1	autosomes	LSK-	18.99421263	17.03617507	18.73733032	18.17620787	0.896913992	0.970053234	0.933483613
Slc30a1	chr1	autosomes	LSK-	2.371449477	2.188605921	1.834718133	1.706076033	0.922897975	0.929884543	0.926391259
Hhat	chr1	autosomes	LSK-	2.213156024	1.698921211	4.489695886	2.365875849	0.76764638	0.526956816	0.647301598
A130010J15Rik	chr1	autosomes	LSK-	4.180023231	4.14652849	5.856935374	4.994936727	0.991986949	0.852824286	0.922405617
Cd34	chr1	autosomes	LSK-	216.5836836	190.3457496	356.1349532	155.499642	0.878855445	0.436631228	0.657743336
Ulbp1	chr10	autosomes	LSK-	2.500082251	1.942189265	1.143320266	0.834238149	0.776850147	0.729662697	0.753256422
A630066F11Rik	chr10	autosomes	LSK-	3.47414027	2.199215461	3.78176853	3.076134996	0.633024372	0.81341176	0.723218066
Epm2a	chr10	autosomes	LSK-	2.929997818	1.70257459	2.586175124	1.087597074	0.58108391	0.420542702	0.500813306
Reps1	chr10	autosomes	LSK-	36.16728648	35.53533735	31.75025564	29.85109948	0.982527052	0.940184539	0.961355796
Perp	chr10	autosomes	LSK-	2.95667622	2.392415996	8.382533218	4.653602858	0.809157249	0.555154717	0.682155983
Map3k5	chr10	autosomes	LSK-	8.139395942	6.439428805	5.801526431	5.633215917	0.791143329	0.970988581	0.881065955
Ahi1	chr10	autosomes	LSK-	3.162804379	2.871214568	2.204111722	2.140874977	0.907806562	0.971309646	0.939558104
Mir7663	chr10	autosomes	LSK-	2.79070284	0	3.236718557	0.995068323	0	0.307431216	0.153715608
Rnf217	chr10	autosomes	LSK-	7.771870437	7.329206581	4.878466711	4.75052344	0.943042816	0.973773876	0.958408346
Rwdd1	chr10	autosomes	LSK-	18.08190474	16.11872892	24.81683655	22.19652251	0.891428704	0.894413857	0.892921281
Tspyl1	chr10	autosomes	LSK-	43.29789061	41.36937336	55.96081489	40.03833577	0.955459325	0.715470921	0.835465123
Fam229b	chr10	autosomes	LSK-	1.748967876	1.33893109	2.722686268	1.15023537	0.765554993	0.422463426	0.59400921
Fyn	chr10	autosomes	LSK-	15.72319521	12.15003738	16.78461819	15.99976252	0.772746074	0.953239588	0.862992831
Traf3ip2	chr10	autosomes	LSK-	3.168168726	2.858805048	4.434993087	2.92168997	0.902352525	0.658781178	0.780566851
Gtf3c6	chr10	autosomes	LSK-	61.88227206	60.08140912	69.89111961	59.97514169	0.970898565	0.858122491	0.914510528
Foxo3	chr10	autosomes	LSK-	5.707258471	3.9783709	3.94560735	3.358169022	0.697072144	0.851115868	0.774094006
Bend3	chr10	autosomes	LSK-	2.428279891	1.658666235	2.078084968	1.919949428	0.683062212	0.923903237	0.803482725
Mcm9	chr10	autosomes	LSK-	6.404689267	5.606817413	6.046053208	5.702138012	0.875423799	0.943117405	0.909270602
Msl3l2	chr10	autosomes	LSK-	10.02873903	9.613513164	15.42614014	10.06452711	0.958596403	0.652433273	0.805514838
Gja1	chr10	autosomes	LSK-	6.579048242	5.958234258	17.23650793	14.59973003	0.905637721	0.84702366	0.876330691
Hsf2	chr10	autosomes	LSK-	2.303952345	1.445641393	1.921958461	1.519600462	0.627461499	0.790652084	0.709056792
Ddit4	chr10	autosomes	LSK-	13.89862289	9.337047037	12.17057402	8.327373453	0.671796559	0.684221914	0.678009237
Eif4ebp2	chr10	autosomes	LSK-	49.08049845	46.94631763	73.68433894	69.52422401	0.956516725	0.943541396	0.95002906
H2afy2	chr10	autosomes	LSK-	2.686547214	1.103627865	2.274176075	1.239407089	0.410797867	0.544991702	0.477894784
4930507D05Rik	chr10	autosomes	LSK-	1.551803767	0.805114465	1.319865179	0.742370556	0.51882492	0.562459385	0.540642152
Sirt1	chr10	autosomes	LSK-	9.914183411	9.782328818	11.67470311	10.02855814	0.986700408	0.858998987	0.922849698
Rtkn2	chr10	autosomes	LSK-	3.998530466	3.980287709	3.50156094	2.199804527	0.995437634	0.628235397	0.811836516
Cdk1	chr10	autosomes	LSK-	61.19710234	60.11184656	55.84923919	54.97236395	0.982266223	0.984299245	0.983282734
Adora2a	chr10	autosomes	LSK-	5.589443419	4.644430382	6.348807706	5.213663791	0.830928956	0.821203607	0.826066281
Gstt3	chr10	autosomes	LSK-	11.16621699	8.777091677	10.19701713	6.395071594	0.786039863	0.627151206	0.706595535
Ybey	chr10	autosomes	LSK-	3.15684263	3.057317432	4.136252414	2.686853178	0.968473184	0.649586367	0.809029775
Ppap2c	chr10	autosomes	LSK-	11.38617384	8.76612791	20.48941523	12.92293001	0.76989233	0.630712486	0.700302408
E130317F20Rik	chr10	autosomes	LSK-	1.92454808	1.379069631	1.486519644	1.263510723	0.716568032	0.849979164	0.783273598
Midn	chr10	autosomes	LSK-	1.784610021	1.238595985	1.465656565	1.232332624	0.69404294	0.840805857	0.767424398
Rps15	chr10	autosomes	LSK-	216.9607254	215.8056781	287.3342127	259.2893246	0.994676238	0.90239628	0.948536259
Uqcr11	chr10	autosomes	LSK-	311.9355648	311.2304397	425.7334114	341.5256306	0.997739517	0.802205374	0.899972445
Mob3a	chr10	autosomes	LSK-	76.0852469	75.77303815	88.90635326	75.61980433	0.995896593	0.850555686	0.92322614
Oaz1	chr10	autosomes	LSK-	1.979452015	1.73081885	2.265201173	1.731573156	0.874392932	0.764423565	0.819408248
Slc39a3	chr10	autosomes	LSK-	8.738536532	8.425621328	9.858684467	9.765868404	0.964191349	0.99058535	0.97738835
Tbxa2r	chr10	autosomes	LSK-	5.745967759	3.075451885	6.334823411	2.195634337	0.535236537	0.34659756	0.440917049
Ankrd24	chr10	autosomes	LSK-	2.715774769	2.269595227	2.731125068	2.533280373	0.835708194	0.927559269	0.881633732
D10Wsu102e	chr10	autosomes	LSK-	17.72811504	15.53148479	19.92591218	17.38751213	0.876093412	0.872608088	0.87435075
1500009L16Rik	chr10	autosomes	LSK-	1.160956422	0.769295637	2.160703912	1.084518909	0.662639547	0.501928517	0.582284032
Bpifc	chr10	autosomes	LSK-	6.737862251	6.576023704	19.61959384	3.889300909	0.975980728	0.198235547	0.587108137
1810014B01Rik	chr10	autosomes	LSK-	12.13697337	11.8052178	16.02268925	12.90169552	0.972665708	0.805214114	0.888939911
Parpbp	chr10	autosomes	LSK-	4.373797047	4.083347648	4.194054498	3.521823264	0.933593307	0.83971805	0.886655678
Gas2l3	chr10	autosomes	LSK-	7.290649136	6.743184422	5.970789624	4.214220521	0.924908646	0.705806231	0.815357439
Scyl2	chr10	autosomes	LSK-	8.154762072	6.377169867	10.21247125	8.335594439	0.782017895	0.816217176	0.799117535
Elk3	chr10	autosomes	LSK-	20.2064663	18.04525324	18.22378043	14.52249808	0.893043493	0.796898214	0.844970854
Gm17745	chr10	autosomes	LSK-	4.223823171	3.705008076	5.757699584	2.88705593	0.877169315	0.501425246	0.68929728
Usp44	chr10	autosomes	LSK-	1.640932061	1.371948688	1.683169994	0.958730852	0.83607891	0.569598351	0.70283863
Mrpl42	chr10	autosomes	LSK-	153.7646137	147.3432165	200.3055753	165.7378926	0.958238784	0.827425259	0.892832022
Atp2b1	chr10	autosomes	LSK-	8.40420356	7.932791696	6.047806354	5.380346984	0.94390761	0.889636121	0.916771865
Dusp6	chr10	autosomes	LSK-	32.06592965	27.00049755	23.30406502	16.38826891	0.842030711	0.703236491	0.772633601
Osbpl8	chr10	autosomes	LSK-	19.18792154	17.82392692	18.99861471	17.97267955	0.928913895	0.945999476	0.937456685
Atxn7l3b	chr10	autosomes	LSK-	62.7908139	59.04757957	81.94566779	55.83626319	0.940385638	0.681381514	0.810883576
Cnot2	chr10	autosomes	LSK-	36.81361815	36.48811734	39.6995968	39.55989397	0.991158141	0.996481001	0.993819571
Yeats4	chr10	autosomes	LSK-	43.89679864	42.37905255	48.98601892	45.42378531	0.965424675	0.927280606	0.94635264
Lemd3	chr10	autosomes	LSK-	9.316379949	8.483886463	8.919412749	7.507944	0.910641956	0.841753175	0.876197566
Xrcc6bp1	chr10	autosomes	LSK-	35.32933413	31.014818	44.05873467	36.07857734	0.87787723	0.818874568	0.848375899
Rbms2	chr10	autosomes	LSK-	3.995354219	3.72662687	6.045106165	4.965377331	0.932740044	0.821387945	0.877063995
Rpl41	chr10	autosomes	LSK-	254.3202216	224.5335019	322.3531392	257.6222285	0.882877109	0.799192554	0.841034831
Rps26	chr10	autosomes	LSK-	160.4075703	141.9182696	256.4073532	161.5257242	0.884735486	0.629957457	0.757346471
Tespa1	chr10	autosomes	LSK-	20.12704405	13.79212725	21.56997141	16.17808396	0.685253494	0.750028067	0.71764078
Emid1	chr11	autosomes	LSK-	35.72765132	33.97271839	36.90502773	31.54599166	0.95088026	0.854788456	0.902834358
Nudcd3	chr11	autosomes	LSK-	32.33835338	31.58038798	39.02617712	31.98885971	0.97656141	0.819676998	0.898119204
Rps15a-ps6	chr11	autosomes	LSK-	2.744739461	2.172297838	3.72196447	2.504577308	0.791440451	0.672918113	0.732179282
Purb	chr11	autosomes	LSK-	23.44552943	19.76302582	24.91868604	21.40603856	0.842933655	0.859035606	0.850984631
Plek	chr11	autosomes	LSK-	17.75338841	16.90192292	26.62264563	15.03349964	0.952039269	0.564688418	0.758363843
Ppp3r1	chr11	autosomes	LSK-	43.85411316	43.72032803	48.41195833	46.32361368	0.996949314	0.956863041	0.976906177
Cep68	chr11	autosomes	LSK-	18.32771504	17.00807711	18.18964052	16.1254511	0.927997684	0.886518405	0.907258045
Sertad2	chr11	autosomes	LSK-	5.061915179	2.393524575	4.110190408	3.686061952	0.472849602	0.896810509	0.684830055
Aftph	chr11	autosomes	LSK-	17.32389279	16.52444396	16.54036532	14.58830842	0.953852818	0.881982237	0.917917528
Usp34	chr11	autosomes	LSK-	2.255485903	2.010631272	1.898874887	1.746344907	0.891440407	0.919673497	0.905556952
Erlec1	chr11	autosomes	LSK-	3.994120134	3.80092523	5.316193896	4.140812498	0.951630172	0.778905469	0.86526782
Asb3	chr11	autosomes	LSK-	8.675655401	8.354669893	12.65247502	8.95900894	0.963001584	0.708083511	0.835542548
Ranbp17	chr11	autosomes	LSK-	1.586433584	1.414516926	2.367735485	1.97786025	0.891633246	0.835338349	0.863485797
Btnl9	chr11	autosomes	LSK-	5.213326204	5.005935661	5.680837499	4.920666052	0.960219151	0.866186729	0.91320294
Zfp2	chr11	autosomes	LSK-	2.392218646	1.873392985	3.126492058	2.453742111	0.783119464	0.784822755	0.78397111
Jade2	chr11	autosomes	LSK-	1.692361937	1.347499403	1.752143646	1.534063665	0.796224125	0.87553533	0.835879728
Mir7671	chr11	autosomes	LSK-	1.257878374	0.203036912	1.361654014	0.174422896	0.161412197	0.12809634	0.144754269
Slc22a5	chr11	autosomes	LSK-	6.978490456	5.833077205	6.38420584	5.727811961	0.835865183	0.897184725	0.866524954
Fnip1	chr11	autosomes	LSK-	4.334516833	3.961628044	3.564667561	3.451634995	0.913972236	0.968290853	0.941131545
Alkbh5	chr11	autosomes	LSK-	27.44109517	27.32651055	26.82778575	25.27201032	0.995824342	0.942008802	0.968916572
Tmem11	chr11	autosomes	LSK-	47.42281942	45.31982753	53.8876153	50.3616964	0.955654431	0.934569031	0.945111731
B9d1	chr11	autosomes	LSK-	1.71936751	1.530148246	4.409908774	2.384149899	0.889948331	0.540634744	0.715291537
Zswim7	chr11	autosomes	LSK-	10.13829897	9.849990203	17.11845352	11.48871658	0.971562412	0.671130518	0.821346465
Lrrc75a	chr11	autosomes	LSK-	7.918378177	6.273881524	9.98477645	6.424811098	0.792319006	0.643460685	0.717889846
Trim16	chr11	autosomes	LSK-	19.23796258	18.09946914	27.1125026	16.11737397	0.940820478	0.594462791	0.767641635
Slc25a35	chr11	autosomes	LSK-	2.429236013	1.411589961	3.501396035	2.846138679	0.58108391	0.812858257	0.696971084
Pfas	chr11	autosomes	LSK-	12.98616069	11.73546339	16.28333528	15.48691279	0.903689988	0.951089719	0.927389854
Naa38	chr11	autosomes	LSK-	60.9852461	59.33538181	90.18197732	73.33506266	0.972946501	0.813189784	0.893068143
Trp53	chr11	autosomes	LSK-	151.101854	146.1741859	219.2343145	209.8421352	0.967388434	0.957159173	0.962273803
Tmem256	chr11	autosomes	LSK-	286.9188467	286.8624209	354.5365831	248.4300043	0.999803339	0.700717545	0.850260442
0610010K14Rik	chr11	autosomes	LSK-	85.38280006	81.33663153	94.15695821	83.24805531	0.952611433	0.884141299	0.918376366
Rnasek	chr11	autosomes	LSK-	157.5064607	146.4823187	172.574687	141.9566816	0.930008319	0.822581133	0.876294726
Eno3	chr11	autosomes	LSK-	6.686203875	5.579717639	8.042021419	7.316192284	0.83451204	0.909745436	0.872128738
Nlrp1b	chr11	autosomes	LSK-	2.406957674	1.481842247	1.032785273	0.968340947	0.615649483	0.937601428	0.776625455
Fam64a	chr11	autosomes	LSK-	42.92316893	36.95105606	33.43637719	26.70597761	0.860865052	0.798710263	0.829787658
P2rx1	chr11	autosomes	LSK-	9.887992433	9.711336196	11.79300594	9.983906528	0.982134267	0.846595565	0.914364916
Emc6	chr11	autosomes	LSK-	94.44774514	90.45322719	111.9192362	89.10434926	0.957706582	0.796148654	0.876927618
Ssh2	chr11	autosomes	LSK-	4.786502073	4.158888377	3.840108977	3.495649839	0.868878424	0.910299645	0.889589034
Rab34	chr11	autosomes	LSK-	2.087177294	1.890963934	2.091739822	1.652478265	0.905991043	0.790001819	0.847996431
Slc46a1	chr11	autosomes	LSK-	3.708213551	3.40040543	3.354009979	2.854562345	0.916992882	0.851089401	0.884041141
Tmem98	chr11	autosomes	LSK-	10.26529889	6.805307561	19.96603805	9.702570957	0.662942953	0.485953745	0.574448349
Ccl5	chr11	autosomes	LSK-	2.999799085	2.99393413	7.46131694	2.210013639	0.998044884	0.296196189	0.647120536
Appbp2	chr11	autosomes	LSK-	38.39466705	38.104752	54.73037616	41.68177774	0.99244908	0.761583981	0.877016531
Ppm1d	chr11	autosomes	LSK-	17.6930257	17.65200389	18.29308925	16.2374818	0.99768147	0.887629289	0.94265538
Brip1	chr11	autosomes	LSK-	6.327916246	5.97724504	4.941928772	4.737972921	0.944583463	0.958729504	0.951656483
Tubd1	chr11	autosomes	LSK-	11.34885822	11.1560446	12.37416789	10.96690277	0.983010307	0.886273959	0.934642133
Vmp1	chr11	autosomes	LSK-	37.80273042	37.20971751	48.5494555	40.15236446	0.984312961	0.827040469	0.905676715
Supt4a	chr11	autosomes	LSK-	35.02214131	32.15073392	38.04444286	36.91875785	0.918011655	0.970411316	0.944211486
Dynll2	chr11	autosomes	LSK-	17.08108696	16.19167158	23.88328581	21.96280634	0.947929813	0.919588976	0.933759394
Vezf1	chr11	autosomes	LSK-	21.1192555	19.3562447	22.97648783	22.35437019	0.916521168	0.972923728	0.944722448
Msi2	chr11	autosomes	LSK-	3.964004748	2.492003422	6.516662979	4.309798167	0.628658032	0.661350477	0.645004254
Coil	chr11	autosomes	LSK-	14.2583674	13.97146292	17.59564799	13.82630959	0.979878167	0.785780075	0.882829121
Mmd	chr11	autosomes	LSK-	9.975260705	7.943695203	10.18485818	9.116660665	0.796339608	0.895119059	0.845729334
Nme2	chr11	autosomes	LSK-	59.6522972	56.09798632	71.00846926	50.09760075	0.940416195	0.705515853	0.822966024
Ankrd40	chr11	autosomes	LSK-	19.96961309	19.70618106	19.11260948	18.03661601	0.986808356	0.94370243	0.965255393
Cbx1	chr11	autosomes	LSK-	49.65920832	49.23979798	59.8931819	57.10994429	0.991554228	0.953529976	0.972542102
B230217C12Rik	chr11	autosomes	LSK-	1.094251919	0.960711243	1.948382979	1.284773525	0.877961671	0.659405024	0.768683348
Arl5c	chr11	autosomes	LSK-	3.505298479	3.311803882	2.732030987	1.989605433	0.944799395	0.728251415	0.836525405
Rara	chr11	autosomes	LSK-	3.32612558	2.77370736	3.409353994	2.911777229	0.833915405	0.854055412	0.843985409
Krt10	chr11	autosomes	LSK-	2.377261853	1.60993131	2.642598134	1.465252375	0.677220857	0.554474158	0.615847508
Klhl11	chr11	autosomes	LSK-	1.866851237	1.406755749	1.43189807	1.287407087	0.753544643	0.899091293	0.826317968
Dusp3	chr11	autosomes	LSK-	1.779226013	1.535409284	2.517909825	1.71136126	0.862964723	0.679675357	0.77132004
Fam171a2	chr11	autosomes	LSK-	1.483151848	0.843595767	2.862739524	1.766066996	0.568785838	0.616915015	0.592850427
Cdc27	chr11	autosomes	LSK-	10.93494487	10.65112245	11.88474979	11.51738533	0.974044458	0.969089424	0.971566941
Dcaf7	chr11	autosomes	LSK-	36.43828666	33.6610408	35.40568866	34.79107221	0.923782205	0.982640743	0.953211474
Pitpnc1	chr11	autosomes	LSK-	10.92630793	10.20722513	17.1218164	16.49392345	0.934187943	0.9633279	0.948757922
Prkca	chr11	autosomes	LSK-	1.906231583	1.584410881	1.407644479	1.311558469	0.831174394	0.93173986	0.881457127
Gna13	chr11	autosomes	LSK-	14.13930801	13.37809134	16.44641621	14.94542737	0.946163088	0.908734594	0.927448841
Rpl38	chr11	autosomes	LSK-	10.51186345	6.191250235	7.490942135	5.071972008	0.588977422	0.677080655	0.633029039
Ttyh2	chr11	autosomes	LSK-	3.645032587	3.540338659	5.77770496	3.457065831	0.971277643	0.598345858	0.78481175
Cd300lb	chr11	autosomes	LSK-	9.503824347	7.744448224	8.062126473	6.263114353	0.814877037	0.776856376	0.795866706
Fdxr	chr11	autosomes	LSK-	29.2062371	28.22865932	30.44481296	29.86164842	0.966528459	0.980845192	0.973686825
Hn1	chr11	autosomes	LSK-	180.3239972	163.2963987	215.7977624	180.4660454	0.905572199	0.836273942	0.870923071
Socs3	chr11	autosomes	LSK-	9.217822616	4.794324622	5.054382385	3.283043579	0.520114654	0.649543966	0.58482931
0610009L18Rik	chr11	autosomes	LSK-	3.2608651	2.891717962	8.675869839	3.562848293	0.886794723	0.410661796	0.648728259
Faap100	chr11	autosomes	LSK-	23.36154166	23.07010912	28.76299327	27.78141959	0.987525115	0.96587373	0.976699423
Pycr1	chr11	autosomes	LSK-	3.784714581	3.196612032	5.592095905	3.187018758	0.844611123	0.569914896	0.70726301
