gene_name	Chromosome	seqnames	Cell Type	LSK+ WT rep1 (FPKM)	LSK+ XistΔ/Δ rep1 (FPK	LSK+ WT rep2 (FPKM)	LSK+ XistΔ/Δ rep2 (FPK	FoldChange_1	FoldChange_2	FoldChange
Gid8	chr2	autosomes	LSK+	19.050988	17.31516243	20.22343706	17.72710469	0.908885273	0.876562408	0.89272384
Arfrp1	chr2	autosomes	LSK+	42.15857389	39.09146835	44.04071087	37.12897131	0.927248357	0.843060218	0.885154287
Zgpat	chr2	autosomes	LSK+	34.01692955	31.40773731	45.21675294	41.14485755	0.923297244	0.909947196	0.91662222
Uckl1	chr2	autosomes	LSK+	49.27113992	46.06034643	54.04348913	45.94213977	0.934834195	0.850095738	0.892464967
Samd10	chr2	autosomes	LSK+	25.96549788	24.00244453	31.59834118	26.4526532	0.924397623	0.837153224	0.880775424
Polr3k	chr2	autosomes	LSK+	49.7515229	47.84317504	48.76789768	46.7320592	0.961642423	0.958254537	0.95994848
Pex2	chr3	autosomes	LSK+	29.49361374	27.69563808	31.71540425	27.05862799	0.939038475	0.853169891	0.896104183
Pkia	chr3	autosomes	LSK+	4.176364621	3.058391259	6.759752624	3.473240463	0.732309445	0.51381177	0.623060608
Il7	chr3	autosomes	LSK+	1.278211898	1.261736315	1.610999445	1.269387758	0.987110445	0.787950463	0.887530454
Mrps28	chr3	autosomes	LSK+	60.56704824	54.65485217	48.58314266	45.96898562	0.90238593	0.946192097	0.924289013
C030034L19Rik	chr3	autosomes	LSK+	19.70328301	17.99030727	34.73192289	23.7367802	0.913061405	0.683428334	0.79824487
Impa1	chr3	autosomes	LSK+	58.79769134	55.5556907	51.41824594	51.29681977	0.94486177	0.997638461	0.971250116
E2f5	chr3	autosomes	LSK+	10.79550233	7.531462054	13.3870559	8.083365442	0.697648134	0.603819503	0.650733818
1810022K09Rik	chr3	autosomes	LSK+	9.73668704	7.315553449	12.08953081	8.688536726	0.751339077	0.718682707	0.735010892
Car1	chr3	autosomes	LSK+	111.7929789	24.29449011	230.9751177	70.95561865	0.217316779	0.307200271	0.262258525
Car2	chr3	autosomes	LSK+	761.2511813	547.9565744	1065.529655	785.7824571	0.719810475	0.737457145	0.72863381
Cyp7b1	chr3	autosomes	LSK+	5.34306378	4.001906042	4.525019797	2.75218846	0.74899088	0.608215783	0.678603332
Mtfr1	chr3	autosomes	LSK+	28.78373213	27.49437024	32.32410675	27.48280267	0.955205187	0.850226207	0.902715697
Mecom	chr3	autosomes	LSK+	10.30961371	9.524917134	13.10024667	9.798893965	0.923886908	0.747993089	0.835939998
Mynn	chr3	autosomes	LSK+	12.08667289	11.96175283	15.11727306	13.93336999	0.989664644	0.921685408	0.955675026
Skil	chr3	autosomes	LSK+	2.572960907	2.547221701	2.080638172	2.077776385	0.98999627	0.998624563	0.994310417
Zfp639	chr3	autosomes	LSK+	25.19100518	24.18787085	27.52765822	25.65052312	0.960178868	0.931809125	0.945993997
Fxr1	chr3	autosomes	LSK+	21.98613194	21.93793142	22.05995546	21.60321573	0.997807685	0.979295528	0.988551607
Dnajc19	chr3	autosomes	LSK+	3.5261783	2.91642768	4.430833054	2.769066341	0.827078903	0.624953887	0.726016395
Mccc1	chr3	autosomes	LSK+	12.48224558	8.65063681	15.02614434	13.49375298	0.6930353	0.898018325	0.795526812
Anxa5	chr3	autosomes	LSK+	104.424429	88.52292193	110.6494544	106.9733619	0.847722346	0.966777129	0.907249738
Nudt6	chr3	autosomes	LSK+	27.0850811	20.93573554	23.48469056	23.35641017	0.772961892	0.994537702	0.883749797
Larp1b	chr3	autosomes	LSK+	5.10841117	5.028444729	4.265016295	2.893920603	0.984346123	0.678525099	0.831435611
Pabpc4l	chr3	autosomes	LSK+	1.212562073	0.964800287	1.58211672	1.188752799	0.795670843	0.751368584	0.773519713
Ndufc1	chr3	autosomes	LSK+	31.96848759	26.33188832	29.95360489	27.4361819	0.823682642	0.915955926	0.869819284
Ufm1	chr3	autosomes	LSK+	6.775685275	6.400712888	6.954487091	6.50069439	0.94465912	0.934748214	0.939703667
Supt20	chr3	autosomes	LSK+	65.30752928	61.40385956	77.60491529	70.13970205	0.940226345	0.903804892	0.922015618
Alg5	chr3	autosomes	LSK+	50.11780981	46.29225625	47.08242695	46.08359483	0.92366878	0.978785458	0.951227119
Rfxap	chr3	autosomes	LSK+	30.67295452	23.61816313	24.25120835	24.10757314	0.769999614	0.994077194	0.882038404
Tsc22d2	chr3	autosomes	LSK+	5.245478221	4.861736261	4.993521701	4.436627834	0.926843284	0.88847673	0.907660007
Slc33a1	chr3	autosomes	LSK+	10.84211247	10.38173296	11.65550425	10.82787163	0.957537841	0.928992123	0.943264982
B3galnt1	chr3	autosomes	LSK+	2.843972049	2.404367394	4.478381172	1.998830228	0.845425817	0.446328741	0.645877279
Nmd3	chr3	autosomes	LSK+	52.76387443	48.38228811	51.95682076	48.55222773	0.916958594	0.934472645	0.92571562
Ctso	chr3	autosomes	LSK+	30.69787624	21.34866615	29.23916177	21.50994227	0.695444401	0.73565523	0.715549815
Map9	chr3	autosomes	LSK+	1.896642811	1.247937977	1.319200781	1.146561765	0.65797206	0.869133631	0.763552845
Rps3a1	chr3	autosomes	LSK+	36.69044825	0.662311215	48.39184617	40.98341962	0.018051325	0.846907545	0.432479435
Snord73a	chr3	autosomes	LSK+	4.711205433	1.391620936	5.682749403	2.369332354	0.295385322	0.416934161	0.356159742
Dclk2	chr3	autosomes	LSK+	6.675797173	5.422250967	4.969529843	3.956880956	0.812225241	0.796228432	0.804226837
Cd1d1	chr3	autosomes	LSK+	64.05501126	58.00016312	81.38163584	58.35268343	0.905474248	0.717025197	0.811249722
Fcrl1	chr3	autosomes	LSK+	2.059133619	1.825872092	1.470906644	1.272268818	0.886718606	0.864955518	0.875837062
Mrpl24	chr3	autosomes	LSK+	59.03403521	56.41915758	65.70627962	54.942795	0.955705592	0.836187885	0.895946739
Lmna	chr3	autosomes	LSK+	7.861351125	5.269118937	10.32889107	4.378895474	0.67025615	0.423946331	0.547101241
Rit1	chr3	autosomes	LSK+	15.29703159	12.32653741	22.44399007	17.39377479	0.805812378	0.774985853	0.790399116
Syt11	chr3	autosomes	LSK+	4.191291368	3.953458873	6.08443428	5.759132574	0.943255557	0.946535423	0.94489549
Pklr	chr3	autosomes	LSK+	2.229499788	0.054035817	3.930466932	1.868745362	0.024236744	0.475451236	0.24984399
Hcn3	chr3	autosomes	LSK+	3.560123051	2.564473259	2.579266952	1.969480282	0.720332759	0.763581404	0.741957082
Clk2	chr3	autosomes	LSK+	8.052201442	6.738324546	9.441113214	7.118209703	0.836830101	0.753958727	0.795394414
Trim46	chr3	autosomes	LSK+	5.11131977	4.724852709	5.324333282	4.869034671	0.924389966	0.914487207	0.919438586
Slc50a1	chr3	autosomes	LSK+	146.6431838	114.1303461	167.2614824	122.7080008	0.778286062	0.733629758	0.75595791
Efna1	chr3	autosomes	LSK+	2.158346095	1.025833119	2.706400751	2.391698159	0.475286666	0.883719145	0.679502906
Lenep	chr3	autosomes	LSK+	14.77717543	13.34456148	21.21982555	14.77285817	0.903052247	0.696181886	0.799617067
Flad1	chr3	autosomes	LSK+	47.3112255	44.02813879	52.87119733	45.09257461	0.930606602	0.852875987	0.891741294
Pbxip1	chr3	autosomes	LSK+	26.92620548	26.91291163	37.46987589	31.77977397	0.999506286	0.84814196	0.923824123
Hax1	chr3	autosomes	LSK+	8.368695662	6.700931209	7.933007528	7.843554042	0.800713932	0.988723887	0.89471891
Mir7669	chr3	autosomes	LSK+	2.071305837	0.978933348	1.211369779	0	0.472616516	0	0.236308258
4933434E20Rik	chr3	autosomes	LSK+	18.40356211	17.27536216	22.74376702	18.09836941	0.938696653	0.795750739	0.867223696
1700094D03Rik	chr3	autosomes	LSK+	2.405042231	1.88832671	2.308330239	1.68423803	0.785153244	0.729634782	0.757394013
Crtc2	chr3	autosomes	LSK+	48.41529669	42.86256003	44.1560181	42.15546046	0.885310283	0.954693432	0.920001858
Ilf2	chr3	autosomes	LSK+	103.8578432	94.01630228	100.8488365	97.4914816	0.905240272	0.966709037	0.935974655
Snapin	chr3	autosomes	LSK+	59.43040581	47.97693072	66.05158101	61.6687995	0.807279204	0.933646077	0.870462641
Chtop	chr3	autosomes	LSK+	50.69958473	48.71638173	48.11101085	46.53531751	0.96088325	0.9672488	0.964066025
S100a6	chr3	autosomes	LSK+	14.14672118	13.05607536	19.3482205	13.22080863	0.922904693	0.683308764	0.803106728
Mrpl9	chr3	autosomes	LSK+	31.96616154	26.40898434	31.93710973	26.40377464	0.826154379	0.826742772	0.826448576
Selenbp1	chr3	autosomes	LSK+	28.68522976	26.58631922	37.96511967	34.48187102	0.926829572	0.908251345	0.917540459
Pip5k1a	chr3	autosomes	LSK+	8.970963066	8.17588657	11.22889696	9.319094626	0.911372225	0.829920754	0.870646489
Scnm1	chr3	autosomes	LSK+	40.13709308	26.0233115	36.90232432	29.79326751	0.648360644	0.807354769	0.727857706
Sema6c	chr3	autosomes	LSK+	1.946776779	1.433243234	4.19609694	2.795257485	0.736213442	0.666156556	0.701184999
Mllt11	chr3	autosomes	LSK+	9.764413648	7.520731379	8.775444078	8.443456071	0.770218433	0.962168524	0.866193478
Cdc42se1	chr3	autosomes	LSK+	71.4682503	67.70201063	75.1282073	67.64295789	0.947301919	0.90036699	0.923834454
Prune	chr3	autosomes	LSK+	10.12609091	8.721651823	10.92489652	10.85855963	0.86130491	0.993927916	0.927616413
Anxa9	chr3	autosomes	LSK+	7.221107873	1.35938207	8.573642706	1.5993293	0.188251179	0.186540232	0.187395705
Cers2	chr3	autosomes	LSK+	173.0065817	142.1376924	170.1013611	124.4204903	0.821573902	0.731449117	0.776511509
Golph3l	chr3	autosomes	LSK+	33.10322445	31.9964072	39.12988746	38.75455468	0.966564669	0.990408028	0.978486349
Ensa	chr3	autosomes	LSK+	53.510832	47.04674792	57.84188451	56.55601129	0.879200456	0.977769168	0.928484812
Sv2a	chr3	autosomes	LSK+	2.397398578	2.362735735	2.964098454	2.180003524	0.985541477	0.735469337	0.860505407
Gm15441	chr3	autosomes	LSK+	1.172873319	0.780572078	2.288786534	1.083406606	0.665521216	0.473354151	0.569437683
Pias3	chr3	autosomes	LSK+	15.9210583	11.49627273	17.21299703	16.22207989	0.722079683	0.942432039	0.832255861
Fmo5	chr3	autosomes	LSK+	5.255044526	4.892519553	8.107113311	6.580587868	0.93101391	0.811705427	0.871359668
Vangl1	chr3	autosomes	LSK+	2.898386352	1.994106279	3.488796706	2.437364916	0.688005682	0.698626237	0.69331596
Dclre1b	chr3	autosomes	LSK+	14.57803855	11.9523622	10.13420431	9.816042275	0.819888229	0.968605129	0.894246679
Gm15471	chr3	autosomes	LSK+	1.360146592	0.986665839	3.080094248	0.95447038	0.725411397	0.309883498	0.517647447
Ap4b1	chr3	autosomes	LSK+	19.26575418	14.77011944	21.741798	16.291399	0.766651505	0.749312407	0.757981956
Ptpn22	chr3	autosomes	LSK+	24.34095581	22.96850089	32.34029685	32.05951496	0.943615405	0.991317894	0.96746665
Capza1	chr3	autosomes	LSK+	10.44166915	3.943173424	9.562295328	3.785207305	0.377638227	0.395847145	0.386742686
St7l	chr3	autosomes	LSK+	5.926562728	4.262309573	6.41894532	5.759376252	0.719187456	0.897246505	0.80821698
Atp5f1	chr3	autosomes	LSK+	73.3793698	70.27131542	75.19470701	72.04709855	0.95764403	0.958140558	0.957892294
Dennd2d	chr3	autosomes	LSK+	24.63835987	18.30642936	24.89776526	20.72136015	0.743005194	0.832257832	0.787631513
Lamtor5	chr3	autosomes	LSK+	29.00219132	22.99846659	36.78078081	28.89753657	0.792990651	0.78566947	0.789330061
Gstm7	chr3	autosomes	LSK+	12.41249202	11.92123277	15.69396847	15.55589242	0.960422191	0.991201968	0.975812079
Gnai3	chr3	autosomes	LSK+	88.04326048	86.17046092	99.71131442	96.11866667	0.978728644	0.963969508	0.971349076
Prpf38b	chr3	autosomes	LSK+	54.21376902	50.72154778	46.62321457	40.28535643	0.935584238	0.86406218	0.899823209
Dph5	chr3	autosomes	LSK+	43.75077311	35.30365587	32.95513317	32.52880128	0.806926446	0.987063263	0.896994855
Extl2	chr3	autosomes	LSK+	15.02466123	14.27744045	15.55081524	15.35368153	0.950267046	0.987323256	0.968795151
Vcam1	chr3	autosomes	LSK+	2.975698841	0.423301766	5.019270395	0.296340862	0.142252892	0.059040625	0.100646759
Hiat1	chr3	autosomes	LSK+	55.00997744	53.91096441	59.1731688	55.4827896	0.980021569	0.937634247	0.958827908
Fnbp1l	chr3	autosomes	LSK+	1.213943673	0.72508187	2.724399244	1.176073657	0.597294493	0.431681832	0.514488162
Pitx2	chr3	autosomes	LSK+	3.122268837	3.113726959	2.55683074	1.058827173	0.997264208	0.414117038	0.705690623
Pla2g12a	chr3	autosomes	LSK+	24.25676012	20.57871355	21.79669067	19.62021564	0.848370246	0.900146537	0.874258392
Ostc	chr3	autosomes	LSK+	107.7865689	98.6934423	98.72378535	88.12376962	0.915637665	0.892629565	0.904133615
Bdh2	chr3	autosomes	LSK+	9.387207581	4.606253414	17.53486203	7.859668259	0.490694743	0.448230972	0.469462858
Slc9b2	chr3	autosomes	LSK+	2.990449726	2.396342712	5.434691968	3.411923096	0.801331884	0.62780432	0.714568102
Cisd2	chr3	autosomes	LSK+	38.83090794	35.46406988	34.21750176	31.8129735	0.913294892	0.929728117	0.921511505
Ube2d3	chr3	autosomes	LSK+	87.13166681	83.09682641	85.88607106	78.24270027	0.953692606	0.9110057	0.932349153
Lamtor3	chr3	autosomes	LSK+	23.68471805	16.85811585	18.24631724	17.14154742	0.711771861	0.939452449	0.825612155
Trmt10a	chr3	autosomes	LSK+	4.158231588	3.853523597	5.929368699	5.0834646	0.926721736	0.857336566	0.892029151
44454	chr3	autosomes	LSK+	256.4461474	238.375352	257.1523703	252.4689273	0.929533761	0.981787284	0.955660523
2410004B18Rik	chr3	autosomes	LSK+	32.03619695	28.76758799	33.03995541	25.73702458	0.89797138	0.778966686	0.838469033
Gng5	chr3	autosomes	LSK+	31.39996406	26.92097204	33.4553162	30.37838371	0.857356779	0.908028593	0.882692686
Adgrl2	chr3	autosomes	LSK+	3.381216259	3.017784727	2.310249502	2.009939244	0.892514556	0.8700096	0.881262078
Rabggtb	chr3	autosomes	LSK+	19.65447285	14.91857263	16.825179	15.01490601	0.759042114	0.892406911	0.825724513
Srsf11	chr3	autosomes	LSK+	96.14873645	92.52535339	75.32200132	74.43095776	0.962314814	0.988170209	0.975242511
Tmem68	chr4	autosomes	LSK+	8.82378937	8.129844166	10.01972538	8.73606037	0.921355194	0.871886208	0.896620701
Ubxn2b	chr4	autosomes	LSK+	5.793240472	4.336802224	5.890813205	5.286838646	0.748596963	0.897471786	0.823034374
Sdcbp	chr4	autosomes	LSK+	248.8436381	241.405296	275.1071538	271.6245116	0.970108369	0.987340779	0.978724574
Tox	chr4	autosomes	LSK+	15.41713896	8.361436312	25.10321763	10.49335097	0.542346822	0.418008206	0.480177514
Ccne2	chr4	autosomes	LSK+	5.167329127	5.160579899	5.765856806	5.159920228	0.998693865	0.894909534	0.9468017
Ints8	chr4	autosomes	LSK+	10.63173085	9.935221469	12.49685137	11.70674245	0.934487677	0.936775361	0.935631519
1700123M08Rik	chr4	autosomes	LSK+	1.352372291	1.207289908	1.960805397	1.265792473	0.892720086	0.64554722	0.769133653
Rbm12b1	chr4	autosomes	LSK+	1.280374802	1.123805945	1.433429647	0.766569923	0.877716387	0.53478029	0.706248339
Triqk	chr4	autosomes	LSK+	3.92181958	2.59744518	7.653177623	3.622663393	0.662306138	0.473354151	0.567830144
A530072M11Rik	chr4	autosomes	LSK+	1.005455695	0.66425103	1.195017595	0.848200513	0.660646743	0.709780774	0.685213758
Rmdn1	chr4	autosomes	LSK+	8.607058246	6.57112273	14.43597441	10.07503299	0.763457449	0.69791153	0.73068449
Pnisr	chr4	autosomes	LSK+	30.62205789	27.50835016	40.28903943	28.49636945	0.898318142	0.707298309	0.802808226
Ndufaf4	chr4	autosomes	LSK+	15.75568744	15.27319304	14.48424038	13.14711994	0.969376493	0.907684462	0.938530477
Lyrm2	chr4	autosomes	LSK+	21.15171838	17.20420156	27.24534577	22.7589515	0.813371342	0.835333553	0.824352448
Ankrd6	chr4	autosomes	LSK+	1.845556291	1.795557908	1.626308565	1.28353182	0.972908774	0.789230191	0.881069483
Spaca1	chr4	autosomes	LSK+	2.718204767	1.137247495	2.189092568	1.225092471	0.418381834	0.559634841	0.489008337
3110043O21Rik	chr4	autosomes	LSK+	4.877305625	3.669214426	4.965176692	3.948516818	0.752303568	0.795241955	0.773772762
Gm6297	chr4	autosomes	LSK+	1.759309979	1.210452353	2.393776742	1.552882801	0.688026765	0.648716639	0.668371702
Dnaja1	chr4	autosomes	LSK+	11.73346462	11.08432084	9.116132934	8.904433857	0.944675865	0.976777535	0.9607267
Smu1	chr4	autosomes	LSK+	80.10884491	76.03378007	74.86398473	72.60740457	0.9491309	0.9698576	0.95949425
Chmp5	chr4	autosomes	LSK+	41.28571482	38.50043064	50.40295982	49.80519662	0.93253637	0.988140316	0.960338343
Enho	chr4	autosomes	LSK+	8.815092283	5.251332379	8.324645805	4.78046528	0.595720636	0.574254496	0.584987566
Galt	chr4	autosomes	LSK+	29.01996279	27.58129915	34.49269631	26.27643025	0.950425035	0.761796933	0.856110984
Fam214b	chr4	autosomes	LSK+	4.995630139	3.877266961	5.759465412	4.944074638	0.77613171	0.858425962	0.817278836
Atp8b5	chr4	autosomes	LSK+	1.096455668	0.48647634	1.366243161	0.675212059	0.443680811	0.494210751	0.468945781
Ccdc107	chr4	autosomes	LSK+	64.05271564	55.9411101	61.69280082	55.54396149	0.873360474	0.900331331	0.886845903
Car9	chr4	autosomes	LSK+	17.98867618	14.85873241	18.79323651	17.42529653	0.826004774	0.927211049	0.876607911
Gba2	chr4	autosomes	LSK+	35.22508996	30.48511986	41.30102722	32.29128548	0.865437672	0.781851873	0.823644772
Npr2	chr4	autosomes	LSK+	13.53279586	5.818619879	13.60604174	6.687401686	0.429964358	0.491502365	0.460733361
Hint2	chr4	autosomes	LSK+	59.55968087	54.08813799	64.79086076	60.28166827	0.908133442	0.93040388	0.919268661
Trmt10b	chr4	autosomes	LSK+	16.24178176	15.14644905	17.63432244	17.63062017	0.932560804	0.999790053	0.966175428
Shb	chr4	autosomes	LSK+	6.406655639	6.235110946	7.675025251	5.15226172	0.973223987	0.67130225	0.822263119
Anks6	chr4	autosomes	LSK+	1.916579913	0.623408568	2.096706475	1.122631293	0.325271367	0.535426063	0.430348715
Zfp189	chr4	autosomes	LSK+	6.912963404	4.596413883	8.572021492	7.971127655	0.66489776	0.929900568	0.797399164
Tmem38b	chr4	autosomes	LSK+	4.618990297	4.286639981	4.530887103	4.512166142	0.928046977	0.995868147	0.961957562
Tmem245	chr4	autosomes	LSK+	3.525375552	2.805281757	3.365218626	3.166211503	0.795739834	0.940863538	0.868301686
D630039A03Rik	chr4	autosomes	LSK+	4.051539065	2.40496701	4.524650172	2.997254517	0.59359344	0.662427901	0.62801067
Ptgr1	chr4	autosomes	LSK+	6.290377312	5.361179971	8.481891436	7.217229591	0.852282734	0.850898605	0.851590669
Dnajc25	chr4	autosomes	LSK+	6.91531208	6.598735902	5.46077805	4.332104395	0.954220985	0.793312666	0.873766825
Hsdl2	chr4	autosomes	LSK+	19.52832842	18.82841591	24.65811475	23.93121708	0.964159118	0.970520955	0.967340037
Zfp37	chr4	autosomes	LSK+	1.059768068	0.864435144	1.514863148	0.63848478	0.815683327	0.421480172	0.61858175
Slc31a2	chr4	autosomes	LSK+	8.526822558	6.57410584	9.922479648	7.873866424	0.77099128	0.793538178	0.782264729
Bspry	chr4	autosomes	LSK+	1.378493845	1.020681701	1.229439552	1.051450703	0.740432542	0.855227654	0.797830098
Rgs3	chr4	autosomes	LSK+	2.646101244	2.156459767	2.708577702	2.322283164	0.814957391	0.857381039	0.836169215
Aldoart1	chr4	autosomes	LSK+	19.51522718	15.09840898	16.25520104	14.74135778	0.773673237	0.906870222	0.840271729
Tmem261	chr4	autosomes	LSK+	46.25725113	41.31225276	50.62669999	43.48643725	0.893097877	0.858962509	0.876030193
Ttc39b	chr4	autosomes	LSK+	1.373071255	1.364817466	2.340912662	1.4683967	0.993988812	0.627275303	0.810632058
Snapc3	chr4	autosomes	LSK+	22.62484126	14.85387049	18.47798096	17.31836541	0.656529269	0.937243384	0.796886326
Ccdc171	chr4	autosomes	LSK+	2.880602792	1.907243403	4.910397827	2.616999582	0.662098714	0.532950623	0.597524668
Mllt3	chr4	autosomes	LSK+	8.285667001	5.70669654	14.55978905	10.18127804	0.688743168	0.699273733	0.694008451
Hacd4	chr4	autosomes	LSK+	13.77334102	10.01114381	26.87280914	15.58893659	0.726849339	0.580100745	0.653475042
Caap1	chr4	autosomes	LSK+	18.39916717	18.14531173	20.41321776	19.40403434	0.986202885	0.950562257	0.968382571
Nfia	chr4	autosomes	LSK+	2.373313097	1.897903687	2.75959407	1.812810755	0.799685338	0.656912107	0.728298723
Inadl	chr4	autosomes	LSK+	4.294134312	3.887058914	5.466086078	4.636983552	0.905201988	0.848318794	0.876760391
Leprot	chr4	autosomes	LSK+	43.72756767	40.06893323	47.68566748	46.33036838	0.91633117	0.971578481	0.943954825
Wdr78	chr4	autosomes	LSK+	1.150786141	0.843264318	1.412413089	1.157493502	0.732772396	0.819514851	0.776143624
Mier1	chr4	autosomes	LSK+	7.044333705	6.948202071	8.312847531	7.95805568	0.986353339	0.957320058	0.971836698
Ppap2b	chr4	autosomes	LSK+	3.463749156	1.173151413	4.266228291	2.604991755	0.338694103	0.610607679	0.474650891
Ttc4	chr4	autosomes	LSK+	32.74518049	31.82206797	40.33813119	36.98285897	0.97180921	0.916821327	0.944315268
Tmem59	chr4	autosomes	LSK+	286.0485882	275.0650542	331.1954802	317.9248108	0.961602558	0.959931007	0.960766783
Osbpl9	chr4	autosomes	LSK+	48.78063412	45.24415235	57.00727497	54.11264563	0.927502341	0.94922351	0.938362925
Elavl4	chr4	autosomes	LSK+	2.382370929	0.396401115	1.749441449	1.534681184	0.166389335	0.877240668	0.521815001
Foxd2os	chr4	autosomes	LSK+	5.054389557	4.639381619	5.551620087	5.356948413	0.917891581	0.964934259	0.94141292
Tal1	chr4	autosomes	LSK+	8.648049187	8.54638894	13.30310192	8.919920975	0.988244719	0.670514368	0.829379543
Mob3c	chr4	autosomes	LSK+	17.78553613	17.57324625	17.75379681	13.80822562	0.988063904	0.777761837	0.88291287
Lurap1	chr4	autosomes	LSK+	2.048565502	0.583564098	2.424861789	1.495983498	0.284864749	0.616935573	0.450900161
Pomgnt1	chr4	autosomes	LSK+	34.87456879	33.36755276	38.15773204	36.34345911	0.956787537	0.952453334	0.954620435
Gpbp1l1	chr4	autosomes	LSK+	15.86333424	15.45169835	21.32840422	18.46247868	0.974051112	0.865628694	0.919839903
Ccdc17	chr4	autosomes	LSK+	5.607933876	3.42993222	8.523737225	6.193621671	0.611621374	0.726632169	0.669126771
Tesk2	chr4	autosomes	LSK+	3.764147481	3.607933329	4.391215448	4.118199706	0.95849946	0.93782684	0.94816315
Plk3	chr4	autosomes	LSK+	3.23136545	2.230826565	1.447041846	1.106088826	0.690366534	0.764379295	0.727372914
Rps8	chr4	autosomes	LSK+	33.0373281	32.45560914	30.95213483	28.19505502	0.98239207	0.910924405	0.946658238
Snord55	chr4	autosomes	LSK+	28.49373286	27.6611423	11.48471733	10.06966251	0.970779871	0.876788015	0.923783943
Atp6v0b	chr4	autosomes	LSK+	129.3027226	119.7319356	183.3729246	139.1352364	0.925981551	0.758755616	0.842368583
Dph2	chr4	autosomes	LSK+	29.41565887	26.29866073	24.99828905	23.83073732	0.894036093	0.953294734	0.923665414
Hyi	chr4	autosomes	LSK+	31.59988952	21.47810038	28.06209311	27.6779936	0.679689097	0.986312514	0.833000806
Tie1	chr4	autosomes	LSK+	42.17706968	37.25683876	52.72628273	49.36445017	0.883343462	0.93623991	0.909791686
Ermap	chr4	autosomes	LSK+	4.351213851	1.206010321	10.51344397	2.982620316	0.27716641	0.28369584	0.280431125
AA415398	chr4	autosomes	LSK+	1.221148411	0.905504769	1.78234402	0.900022411	0.741519016	0.504965596	0.623242306
Scmh1	chr4	autosomes	LSK+	30.2581125	27.74221348	27.9464507	27.75832717	0.916852083	0.993268428	0.955060256
Cited4	chr4	autosomes	LSK+	5.825341853	1.564633269	12.30098827	6.355573951	0.268590807	0.516671816	0.392631312
Exo5	chr4	autosomes	LSK+	25.44583608	20.79962805	26.0030567	25.01729218	0.817407924	0.962090437	0.88974918
Smap2	chr4	autosomes	LSK+	82.50285659	74.57057074	80.33883602	80.24533116	0.90385441	0.998836119	0.951345264
Akirin1	chr4	autosomes	LSK+	17.14173091	15.9314174	17.95025117	16.79976605	0.92939374	0.935907019	0.932650379
Mycbp	chr4	autosomes	LSK+	16.04506497	14.17223013	16.99710868	16.5318769	0.883276581	0.972628769	0.927952675
Mir697	chr4	autosomes	LSK+	3.306488217	0.868167189	1.933746252	0	0.262564731	0	0.131282366
Mtf1	chr4	autosomes	LSK+	5.064036505	3.559019026	4.633477498	4.59211447	0.702802798	0.991073006	0.846937902
Maneal	chr4	autosomes	LSK+	1.967753204	1.08961827	1.442804929	1.440105749	0.553737261	0.998129213	0.775933237
9930104L06Rik	chr4	autosomes	LSK+	10.45368765	9.868304764	10.66310101	8.467826322	0.94400226	0.794124178	0.869063219
Sh3d21	chr4	autosomes	LSK+	3.414510897	1.983657609	4.149774049	3.382506907	0.580949269	0.815106285	0.698027777
Adprhl2	chr4	autosomes	LSK+	89.0187088	84.76599128	87.34923595	80.29230893	0.952226699	0.919210203	0.935718451
Gm12942	chr4	autosomes	LSK+	27.42343461	23.67832637	46.52606499	29.20997798	0.863434019	0.627819653	0.745626836
Smim12	chr4	autosomes	LSK+	38.88934133	38.7224653	39.80452046	39.45100653	0.995708952	0.991118749	0.993413851
Bsdc1	chr4	autosomes	LSK+	15.06026558	10.47729893	17.61770831	15.82970638	0.695691511	0.898511095	0.797101303
Tmem234	chr4	autosomes	LSK+	107.4801778	95.74937216	106.3355037	101.6493395	0.890856101	0.95593039	0.923393246
Tinagl1	chr4	autosomes	LSK+	10.61429169	4.812001258	11.99256081	8.852043546	0.453351142	0.738127885	0.595739513
Tmem200b	chr4	autosomes	LSK+	5.933711661	2.196526359	4.96175293	2.984148159	0.370177468	0.601430221	0.485803844
Taf12	chr4	autosomes	LSK+	39.7340137	35.23242228	35.53276631	32.58665024	0.886706854	0.917087343	0.901897098
Rab42	chr4	autosomes	LSK+	1.688983172	1.364735198	1.386070726	0.712411497	0.808021785	0.513979181	0.661000483
Med18	chr4	autosomes	LSK+	28.91758684	26.70186156	25.58792925	23.63398427	0.923377933	0.923638018	0.923507976
Atpif1	chr4	autosomes	LSK+	60.17530119	51.58648275	73.38130389	59.67507573	0.857270038	0.81321907	0.835244554
Ptafr	chr4	autosomes	LSK+	3.883508764	2.266965797	2.847051774	2.445489466	0.583741646	0.858955038	0.721348342
Kdf1	chr4	autosomes	LSK+	2.608738198	0.874644606	2.709057192	1.49138654	0.335274964	0.550518662	0.442896813
Tmem57	chr4	autosomes	LSK+	26.97426844	25.77405673	25.35309855	23.49324659	0.95550531	0.926642025	0.941073668
Tmem50a	chr4	autosomes	LSK+	179.692081	173.5981092	209.2718661	202.6795209	0.966086587	0.968498655	0.967292621
Rsrp1	chr4	autosomes	LSK+	1018.507678	783.7923825	793.7207264	546.5371594	0.769549802	0.688576147	0.729062974
Syf2	chr4	autosomes	LSK+	113.2313858	91.79724987	100.7364096	98.15553468	0.810704994	0.97437992	0.892542457
