""	"gene_name"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"seqnames"	"start"	"end"	"width"	"strand"	"source"	"type"	"score"	"phase"	"gene_id"	"transcript_id"	"exon_number"	"exon_id"
"11074"	"Arhgap30"	19.8894221039589	-1.0436999988374	0.769101116241188	-1.35703872585474	0.174768906012549	0.4959183667521	"chr1"	171388960	171410239	21280	"+"	"refGene"	"transcript"	NA	NA	"Arhgap30"	"NM_001005508"	NA	NA
"11075"	"Samd3"	3.83991492974461	-2.94879058808626	2.01993541042739	-1.45984399939914	0.144332952939901	0.442094569713936	"chr10"	26229707	26272172	42466	"+"	"refGene"	"transcript"	NA	NA	"Samd3"	"NM_001115154"	NA	NA
"11076"	"Snord71"	4.51625986788962	-1.14947722314055	1.57642693771265	-0.729166189464138	0.465900010396864	0.811636045840516	"chr8"	109839312	109839375	64	"+"	"refGene"	"transcript"	NA	NA	"Snord71"	"NR_028532"	NA	NA
"11077"	"Lrrc20"	113.984106683378	0.120632753923592	0.356659307944658	0.338229652882943	0.735190131509016	0.94027739550362	"chr10"	61475833	61582228	106396	"+"	"refGene"	"transcript"	NA	NA	"Lrrc20"	"NM_153542"	NA	NA
"11078"	"Zbtb8b"	3.55935649735118	0.052066910370263	1.79072301180418	0.0290759151622254	0.97680404459119	0.995553842673732	"chr4"	129425765	129440818	15054	"-"	"refGene"	"transcript"	NA	NA	"Zbtb8b"	"NM_153541"	NA	NA
"11079"	"Stat2"	128.86919602527	0.372792367356214	0.35835222396315	1.04029595026191	0.298202425102948	0.663874934539244	"chr10"	128270498	128292853	22356	"+"	"refGene"	"transcript"	NA	NA	"Stat2"	"NM_019963"	NA	NA
"11080"	"Rpl24"	3028.23510371285	0.0381862502670396	0.241047169918573	0.158418164709999	0.874127301144743	0.976214642028064	"chr16"	55966275	55971437	5163	"+"	"refGene"	"transcript"	NA	NA	"Rpl24"	"NM_024218"	NA	NA
"11081"	"Bbs9"	226.862160310269	-0.288461218173121	0.28172248904754	-1.02391974154553	0.305873184867253	0.673931017471291	"chr9"	22475715	22888280	412566	"+"	"refGene"	"transcript"	NA	NA	"Bbs9"	"NM_178415"	NA	NA
"11082"	"Nudt15"	81.2628715360783	0.925683698023631	0.41105395013219	2.25197616450576	0.0243237783204792	0.125416028908749	"chr14"	73518880	73548242	29363	"-"	"refGene"	"transcript"	NA	NA	"Nudt15"	"NM_172527"	NA	NA
"11083"	"Nucks1"	103147.296668693	0.242261732480944	0.193648448939693	1.25103884801262	0.210920304411359	0.550827812591437	"chr1"	131910458	131936321	25864	"+"	"refGene"	"transcript"	NA	NA	"Nucks1"	"NM_001145804"	NA	NA
"11084"	"S100a6"	8545.53168112855	-0.626124886453134	0.555179559127906	-1.12778807533309	0.259409430634061	0.617185956430005	"chr3"	90612894	90614414	1521	"+"	"refGene"	"transcript"	NA	NA	"S100a6"	"NM_011313"	NA	NA
"11085"	"Anp32b"	6099.29431042562	0.183654957576985	0.201076273805028	0.913359662488398	0.361053413167958	0.729049186701391	"chr4"	46450926	46472656	21731	"+"	"refGene"	"transcript"	NA	NA	"Anp32b"	"NM_130889"	NA	NA
"11086"	"A730020E08Rik"	23.5409618861719	-1.46784125096019	0.745577565214467	-1.96873044394511	0.0489840533679798	0.212471164482852	"chr6"	61175604	61180810	5207	"-"	"refGene"	"transcript"	NA	NA	"A730020E08Rik"	"NR_040287"	NA	NA
"11087"	"Mir16-1"	261.050060634442	0.731896443799709	0.298295008325169	2.45359936764974	0.0141434457211809	0.0814904900242811	"chr14"	61631880	61631972	93	"-"	"refGene"	"transcript"	NA	NA	"Mir16-1"	"NR_029734"	NA	NA
"11088"	"Mirlet7a-1"	590.879338073112	0.652138234686449	0.222544867548282	2.93036744397156	0.00338561404664989	0.0249405167891203	"chr13"	48538179	48538272	94	"-"	"refGene"	"transcript"	NA	NA	"Mirlet7a-1"	"NR_029725"	NA	NA
"11089"	"Dzank1"	85.3880541975207	-0.495818974282001	0.42266195227859	-1.17308636750722	0.240761172761525	0.59424103491509	"chr2"	144470555	144527414	56860	"-"	"refGene"	"transcript"	NA	NA	"Dzank1"	"NM_001360361"	NA	NA
"11090"	"Eef1a1"	232990.92473269	0.0931887840971881	0.174291112760232	0.53467318339625	0.592875868070516	0.888657147154785	"chr9"	78478454	78481724	3271	"-"	"refGene"	"transcript"	NA	NA	"Eef1a1"	"NM_010106"	NA	NA
"11091"	"Slc9a3r2"	24.8894039095429	-0.541595488327781	0.708875803447093	-0.764020277873969	0.444855158587101	0.798156250827097	"chr17"	24639282	24650305	11024	"-"	"refGene"	"transcript"	NA	NA	"Slc9a3r2"	"NM_023055"	NA	NA
"11092"	"Apbb1ip"	670.867176944199	0.340168006856378	0.237500696094076	1.43228214675057	0.152063090372833	0.457397382645609	"chr2"	22774327	22875653	101327	"+"	"refGene"	"transcript"	NA	NA	"Apbb1ip"	"NM_019456"	NA	NA
"11093"	"Supt6"	744.990881731074	0.0257278744083852	0.28603447656467	0.0899467599758671	0.928329522630641	0.987139969801854	"chr11"	78206749	78245703	38955	"-"	"refGene"	"transcript"	NA	NA	"Supt6"	"NM_009297"	NA	NA
"11094"	"Ier5"	8884.63708392162	0.810638425594379	0.183941039935845	4.40705579286229	1.0478520404086e-05	0.000142087156506678	"chr1"	155096367	155099636	3270	"-"	"refGene"	"transcript"	NA	NA	"Ier5"	"NM_010500"	NA	NA
"11095"	"Gna11"	127.083339818505	-0.03215543952527	0.387612733648687	-0.0829576449219909	0.933885217932384	0.987590595930786	"chr10"	81528724	81545162	16439	"-"	"refGene"	"transcript"	NA	NA	"Gna11"	"NM_010301"	NA	NA
"11096"	"Siah1a"	1889.59128780181	-0.0967426464681853	0.195248062555583	-0.495485820457987	0.620257228691146	0.900396226671403	"chr8"	86723938	86746006	22069	"-"	"refGene"	"transcript"	NA	NA	"Siah1a"	"NM_009172"	NA	NA
"11097"	"Shmt1"	413.593070099553	0.411312824570087	0.239723230674072	1.7157820850884	0.08620193428133	0.318323210602026	"chr11"	60788897	60811265	22369	"-"	"refGene"	"transcript"	NA	NA	"Shmt1"	"NM_009171"	NA	NA
"11098"	"Siah2"	254.749437687514	0.245271006427083	0.270935126853023	0.905275773119438	0.365319307859486	0.73299748312453	"chr3"	58674949	58692388	17440	"-"	"refGene"	"transcript"	NA	NA	"Siah2"	"NM_009174"	NA	NA
"11099"	"Stc1"	673.785420311236	2.61751732597751	0.241720997161878	10.8286717195055	2.51781057260155e-27	2.23603337703818e-25	"chr14"	69029289	69041401	12113	"+"	"refGene"	"transcript"	NA	NA	"Stc1"	"NM_009285"	NA	NA
"11100"	"Hyal2"	86.3698358745794	-0.062976508684016	0.473851013770548	-0.132903606521587	0.894269614617757	0.980607806002016	"chr9"	107569163	107572778	3616	"+"	"refGene"	"transcript"	NA	NA	"Hyal2"	"NM_010489"	NA	NA
"11101"	"Zfp786"	17.8497314081278	-0.0859525869738197	0.804930683037449	-0.106782594806143	0.914961455848784	0.984150814689842	"chr6"	47819266	47830505	11240	"-"	"refGene"	"transcript"	NA	NA	"Zfp786"	"NM_177882"	NA	NA
"11102"	"Ccdc92"	18.0058111740437	0.391256595612613	0.816716804636426	0.479060297757418	0.631895733081213	0.904661638631914	"chr5"	124834432	124862221	27790	"-"	"refGene"	"transcript"	NA	NA	"Ccdc92"	"NM_144819"	NA	NA
"11103"	"Ncaph"	2412.42259845341	0.100725954758973	0.18262525781418	0.551544490420164	0.581260476814359	0.882970506364254	"chr2"	127103810	127133954	30145	"-"	"refGene"	"transcript"	NA	NA	"Ncaph"	"NM_144818"	NA	NA
"11104"	"Ppp1r42"	7.64415789158878	-0.413797333727814	1.21696029458606	-0.340025336544413	0.73383744770908	0.939237101960867	"chr1"	9968622	10009136	40515	"-"	"refGene"	"transcript"	NA	NA	"Ppp1r42"	"NR_110971"	NA	NA
"11105"	"Wdfy1"	3344.53670672861	-0.536771917372783	0.193512059572983	-2.77384220165535	0.00553985423488383	0.0375597940043703	"chr1"	79726403	79761769	35367	"-"	"refGene"	"transcript"	NA	NA	"Wdfy1"	"NM_027057"	NA	NA
"11106"	"Olfr613"	1342.84986433369	-0.341186578099058	0.223821642901166	-1.52436812489004	0.1274167779774	0.409924749822353	"chr7"	103550368	103555504	5137	"+"	"refGene"	"transcript"	NA	NA	"Olfr613"	"NM_147100"	NA	NA
"11107"	"Acp2"	896.802957961193	-0.26172685219725	0.207204375812316	-1.26313380772576	0.206541096002209	0.544730842930115	"chr2"	91202912	91214098	11187	"+"	"refGene"	"transcript"	NA	NA	"Acp2"	"NM_001357067"	NA	NA
"11108"	"Vaultrc5"	14.2843950349606	-0.81828708630478	0.921221548859167	-0.888263075606665	0.374399256747279	0.74122375004501	"chr18"	36801763	36802107	345	"+"	"refGene"	"transcript"	NA	NA	"Vaultrc5"	"NR_027885"	NA	NA
"11109"	"Gm1720"	21.462567780248	0.446583345386948	0.760257084050338	0.587410962365172	0.556927733133173	0.87009338412698	"chrX"	166662025	166689812	27788	"+"	"refGene"	"transcript"	NA	NA	"Gm1720"	"NR_046015"	NA	NA
"11110"	"F11r"	102.821183614082	-0.0640428133303493	0.39116865163854	-0.163721742685884	0.869950200319793	0.975068053287696	"chr1"	171437561	171464593	27033	"+"	"refGene"	"transcript"	NA	NA	"F11r"	"NM_172647"	NA	NA
"11111"	"Prpf4"	1993.94605535119	0.604044976831686	0.18754511666292	3.22079821420972	0.00127834119321841	0.0108696777463554	"chr4"	62408783	62426990	18208	"+"	"refGene"	"transcript"	NA	NA	"Prpf4"	"NM_027297"	NA	NA
"11112"	"Cmtm8"	6.91808166345721	1.49756860513103	1.29572547981901	1.1557761489264	0.247772731318011	0.603405787450938	"chr9"	114789345	114844152	54808	"-"	"refGene"	"transcript"	NA	NA	"Cmtm8"	"NM_027294"	NA	NA
"11113"	"Vps26a"	10530.7004307976	0.367152266871438	0.184083807678755	1.99448431397159	0.0460991525157291	0.203132774040978	"chr10"	62454843	62486598	31756	"-"	"refGene"	"transcript"	NA	NA	"Vps26a"	"NM_001113355"	NA	NA
"11114"	"Tank"	9192.0742158852	0.259665558536699	0.202215827639721	1.2841010595834	0.19910659737206	0.533201230135357	"chr2"	61593097	61654169	61073	"+"	"refGene"	"transcript"	NA	NA	"Tank"	"NM_001164071"	NA	NA
"11115"	"H2az1"	99589.9979705775	0.222541655978169	0.19425254543933	1.14563057835283	0.2519480393489	0.608959939111468	"chr3"	137864487	137866922	2436	"+"	"refGene"	"transcript"	NA	NA	"H2az1"	"NM_016750"	NA	NA
"11116"	"Zpr1"	465.364033559157	0.514889290807028	0.239371599038684	2.15100409937863	0.031475876120657	0.152884344952023	"chr9"	46273064	46282642	9579	"+"	"refGene"	"transcript"	NA	NA	"Zpr1"	"NM_011752"	NA	NA
"11117"	"Erp29"	68.6982654638649	-0.374762435899949	0.523490021937502	-0.715892223719768	0.474057900463714	0.816628118561435	"chr5"	121444753	121452474	7722	"-"	"refGene"	"transcript"	NA	NA	"Erp29"	"NM_026129"	NA	NA
"11118"	"Mterf1b"	75.6556298229085	0.95212926588057	0.43490866994968	2.18926255480428	0.028577762308842	0.142290677876953	"chr5"	4192367	4197651	5285	"+"	"refGene"	"transcript"	NA	NA	"Mterf1b"	"NM_001042670"	NA	NA
"11119"	"Emc8"	487.933085142641	-0.390308657900858	0.2350090672081	-1.66082382496008	0.0967488347013745	0.343600465279851	"chr8"	120653914	120668087	14174	"-"	"refGene"	"transcript"	NA	NA	"Emc8"	"NM_010926"	NA	NA
"11120"	"Akr1e1"	385.719847896255	-0.146082288415652	0.247448567010943	-0.590354149875485	0.554953242889907	0.868877168947339	"chr13"	4592490	4609164	16675	"-"	"refGene"	"transcript"	NA	NA	"Akr1e1"	"NM_018859"	NA	NA
"11121"	"4930512M02Rik"	343.711179270474	-0.222322181577991	0.288882171355483	-0.76959467777059	0.441540363096596	0.795740400276214	"chr11"	11589223	11627838	38616	"-"	"refGene"	"transcript"	NA	NA	"4930512M02Rik"	"NM_001305143"	NA	NA
"11122"	"Mpc2"	2954.88704488591	-0.149937869220085	0.184789618521251	-0.81139768792175	0.417137326481347	0.775870034400406	"chr1"	165461260	165481218	19959	"+"	"refGene"	"transcript"	NA	NA	"Mpc2"	"NM_027430"	NA	NA
"11123"	"Spdl1"	2359.99638894615	0.304049763442109	0.184930534606835	1.6441295867582	0.100149437652916	0.351149020190206	"chr11"	34809185	34833641	24457	"-"	"refGene"	"transcript"	NA	NA	"Spdl1"	"NM_027411"	NA	NA
"11124"	"Prep"	5858.94772292725	0.117718957067369	0.179997580512222	0.654002996775704	0.513109874906712	0.842315692616672	"chr10"	45067216	45162751	95536	"+"	"refGene"	"transcript"	NA	NA	"Prep"	"NM_011156"	NA	NA
"11125"	"Prkrip1"	163.478923709537	0.0312463214672584	0.334698600715224	0.0933565942626816	0.92562027262506	0.986815087215276	"chr5"	136180357	136198954	18598	"-"	"refGene"	"transcript"	NA	NA	"Prkrip1"	"NM_025774"	NA	NA
"11126"	"Pdcd6"	4546.42364100574	0.494700093779399	0.188323185664371	2.62686770104374	0.00861748314174912	0.0545934367437642	"chr13"	74303121	74317326	14206	"-"	"refGene"	"transcript"	NA	NA	"Pdcd6"	"NM_011051"	NA	NA
"11127"	"Klhdc8a"	69.5495766284508	0.128022777249498	0.49392848023922	0.259192944669832	0.795486374485875	0.961090230914367	"chr1"	132298626	132307357	8732	"+"	"refGene"	"transcript"	NA	NA	"Klhdc8a"	"NM_144810"	NA	NA
"11128"	"Ogfr"	96.0451795514252	0.0159198566361648	0.45364475844205	0.0350932229236777	0.97200540540884	0.994258213125986	"chr2"	180589407	180595837	6431	"+"	"refGene"	"transcript"	NA	NA	"Ogfr"	"NM_031373"	NA	NA
"11129"	"Tmem143"	11.6611416864736	-0.367735189185299	1.02836366417185	-0.357592554071268	0.720648251337923	0.934752293117144	"chr7"	45897069	45917413	20345	"+"	"refGene"	"transcript"	NA	NA	"Tmem143"	"NM_144801"	NA	NA
"11130"	"Pcdhga12"	19.4108448345877	0.579694173685592	0.807248157259975	0.718111485882155	0.47268854865014	0.815611675393327	"chr18"	37765580	37841872	76293	"+"	"refGene"	"transcript"	NA	NA	"Pcdhga12"	"NM_033595"	NA	NA
"11131"	"Glyat"	8.0980941411987	-2.18688104530924	1.24609135470337	-1.7549925509513	0.0792605819205229	0.300163725214678	"chr19"	12633308	12651737	18430	"+"	"refGene"	"transcript"	NA	NA	"Glyat"	"NM_145935"	NA	NA
"11132"	"Tmem237"	2031.34600543269	0.118021952703283	0.220605786310152	0.534990285963554	0.592656574479588	0.888657147154785	"chr1"	59100584	59120096	19513	"-"	"refGene"	"transcript"	NA	NA	"Tmem237"	"NM_001033449"	NA	NA
"11133"	"Asb11"	9.31540919169703	0.786870162509561	1.17666135343089	0.668731203090181	0.503666959252369	0.837783155972848	"chrX"	164436994	164459170	22177	"+"	"refGene"	"transcript"	NA	NA	"Asb11"	"NM_001313737"	NA	NA
"11134"	"Emx2os"	226.370425590813	-0.359049818443153	0.29988380219344	-1.19729647222343	0.231191018973123	0.580740970631094	"chr19"	59425104	59458635	33532	"-"	"refGene"	"transcript"	NA	NA	"Emx2os"	"NR_002863"	NA	NA
"11135"	"Gm5088"	41.1270622974045	0.201120465046238	0.552862468836722	0.363780282408057	0.716022087668367	0.934402173532916	"chr14"	89896224	89899447	3224	"+"	"refGene"	"transcript"	NA	NA	"Gm5088"	"NR_002862"	NA	NA
"11136"	"Igf2os"	2.4253811934272	-0.0680546725884072	2.25355945675539	-0.0301987473125694	0.975908547576939	0.995278675408621	"chr7"	142659680	142670356	10677	"+"	"refGene"	"transcript"	NA	NA	"Igf2os"	"NR_002855"	NA	NA
"11137"	"Rhbdd1"	1161.39355069732	0.108202915031431	0.201314542966307	0.537481860163178	0.590934811731702	0.887104135439936	"chr1"	82339049	82445367	106319	"+"	"refGene"	"transcript"	NA	NA	"Rhbdd1"	"NM_001122685"	NA	NA
"11138"	"Svep1"	449.409050635272	-1.90424999949677	0.247299752101442	-7.70016946363799	1.35885898586515e-14	5.22724712022512e-13	"chr4"	58042796	58206596	163801	"-"	"refGene"	"transcript"	NA	NA	"Svep1"	"NM_022814"	NA	NA
"11139"	"Hoxaas2"	87.3271020388533	1.28227696159456	0.403124778241196	3.18084382505348	0.00146846770025416	0.0122759121461688	"chr6"	52165674	52169451	3778	"+"	"refGene"	"transcript"	NA	NA	"Hoxaas2"	"NR_131182"	NA	NA
"11140"	"Rasl11a"	39.1001651780031	-1.9723414347213	0.597438578164809	-3.30132921911382	0.000962278971793575	0.00842623710723929	"chr5"	146845071	146847726	2656	"+"	"refGene"	"transcript"	NA	NA	"Rasl11a"	"NM_026864"	NA	NA
"11141"	"Sos1"	5092.9095186852	-0.126537860399658	0.212512865212471	-0.595436235228135	0.551551910362488	0.866678560790707	"chr17"	80393752	80480453	86702	"-"	"refGene"	"transcript"	NA	NA	"Sos1"	"NM_009231"	NA	NA
"11142"	"Skp1a"	26261.8873709309	-0.0171061777115231	0.183989911253763	-0.092973454875631	0.92592464979964	0.986876619618405	"chr11"	52231995	52246858	14864	"+"	"refGene"	"transcript"	NA	NA	"Skp1a"	"NM_011543"	NA	NA
"11143"	"Snora44"	10.1800036932847	0.60236717432841	1.0817622669028	0.556838773876862	0.577637589527567	0.880800195502217	"chr4"	132309953	132310069	117	"+"	"refGene"	"transcript"	NA	NA	"Snora44"	"NR_034050"	NA	NA
"11144"	"Denr"	5782.0768637173	0.371513082990007	0.189018290228188	1.9654874802936	0.049357843302909	0.213631555836026	"chr5"	123907275	123928832	21558	"+"	"refGene"	"transcript"	NA	NA	"Denr"	"NM_026603"	NA	NA
"11145"	"Tmem39a"	1243.86627394217	0.0174302550982282	0.198706528704015	0.0877185828362568	0.930100349588629	0.987139969801854	"chr16"	38558698	38592162	33465	"+"	"refGene"	"transcript"	NA	NA	"Tmem39a"	"NM_001205286"	NA	NA
"11146"	"Rftn2"	368.203826072291	0.296209851768425	0.245357015341432	1.20726057641444	0.227331808124374	0.575468198342723	"chr1"	55170160	55226782	56623	"-"	"refGene"	"transcript"	NA	NA	"Rftn2"	"NM_028713"	NA	NA
"11147"	"Rap2b"	4702.89930457385	-0.0409418264008606	0.191918673540743	-0.213329040085143	0.831070324133853	0.967143432891588	"chr3"	61364507	61368703	4197	"+"	"refGene"	"transcript"	NA	NA	"Rap2b"	"NM_028712"	NA	NA
"11148"	"Gm13497"	9.42750609037208	-0.628891762573357	1.10635944222522	-0.568433493285388	0.569740653175817	0.876107180124036	"chr2"	51241831	51295945	54115	"+"	"refGene"	"transcript"	NA	NA	"Gm13497"	"NR_040636"	NA	NA
"11149"	"Gm19619"	21.6697779879365	0.704389316995244	0.73802094846039	0.954429977177062	0.339866038215584	0.707824651390794	"chr5"	91257571	91283076	25506	"-"	"refGene"	"transcript"	NA	NA	"Gm19619"	"NR_040428"	NA	NA
"11150"	"Npm1"	302575.053439799	0.307670405805458	0.186999204234698	1.64530328920175	0.0999072818875648	0.350919449344823	"chr11"	33152498	33163206	10709	"-"	"refGene"	"transcript"	NA	NA	"Npm1"	"NM_008722"	NA	NA
"11151"	"Npdc1"	5.23472392979881	-0.990232541407024	1.57525647403162	-0.628616709552497	0.529600018260344	0.853272090914828	"chr2"	25403050	25409494	6445	"+"	"refGene"	"transcript"	NA	NA	"Npdc1"	"NM_008721"	NA	NA
"11152"	"Npc1"	508.002096469763	-0.109755600650859	0.235483087180879	-0.46608697875	0.641153243352508	0.908008954695145	"chr18"	12189694	12236386	46693	"-"	"refGene"	"transcript"	NA	NA	"Npc1"	"NM_008720"	NA	NA
"11153"	"Dnajb12"	151.499715416415	-0.24625227216223	0.321452824607406	-0.766060377484565	0.44364037753158	0.797091863306083	"chr10"	59879591	59898016	18426	"+"	"refGene"	"transcript"	NA	NA	"Dnajb12"	"NM_019965"	NA	NA
"11154"	"Mindy1"	91.9688041302455	0.817252993130119	0.432683107730413	1.88880263298681	0.0589182798539669	0.243369880062883	"chr3"	95282935	95296164	13230	"+"	"refGene"	"transcript"	NA	NA	"Mindy1"	"NM_133858"	NA	NA
"11155"	"Zhx1"	3874.1149060673	0.76301357715926	0.186793430471349	4.08479878138055	4.41150287652164e-05	0.000532899176192417	"chr15"	58047003	58076508	29506	"-"	"refGene"	"transcript"	NA	NA	"Zhx1"	"NM_009572"	NA	NA
"11156"	"Gnasas1"	113.443747541805	0.741653714597408	0.383372340513686	1.93455196481743	0.0530452994338264	0.224947921177993	"chr2"	174281237	174295436	14200	"-"	"refGene"	"transcript"	NA	NA	"Gnasas1"	"NR_002846"	NA	NA
"11157"	"Efl1"	974.985910348249	0.411420282352386	0.212214839340371	1.93869704696998	0.0525382384575792	0.223629478310412	"chr7"	82648614	82777852	129239	"+"	"refGene"	"transcript"	NA	NA	"Efl1"	"NM_001159672"	NA	NA
"11158"	"Lrrc14"	75.6042982306307	-0.0539995143459094	0.478648971185264	-0.112816526508335	0.910176015733859	0.983528792125809	"chr15"	76710641	76715091	4451	"+"	"refGene"	"transcript"	NA	NA	"Lrrc14"	"NM_001358892"	NA	NA
"11159"	"AA467197"	13.6876957272209	-0.147226012024613	0.923390686334883	-0.159440650857095	0.873321713772494	0.976185183439117	"chr2"	122637887	122641076	3190	"+"	"refGene"	"transcript"	NA	NA	"AA467197"	"NM_001004174"	NA	NA
"11160"	"Serpind1"	1.75441099398027	4.20832673267174	2.86948272371042	1.46658026476288	0.14249027188909	0.438879799115464	"chr16"	17331371	17343574	12204	"+"	"refGene"	"transcript"	NA	NA	"Serpind1"	"NM_008223"	NA	NA
"11161"	"Fasn"	484.132309917755	-0.191780614101461	0.272969059562919	-0.702572717979622	0.482322069470349	0.822821812691241	"chr11"	120805958	120824547	18590	"-"	"refGene"	"transcript"	NA	NA	"Fasn"	"NM_007988"	NA	NA
"11162"	"Bmp15"	4.22648589871103	0.373229615954687	1.66781391105756	0.223783728796231	0.82292559144559	0.96650207970265	"chrX"	6314054	6320724	6671	"-"	"refGene"	"transcript"	NA	NA	"Bmp15"	"NM_009757"	NA	NA
"11163"	"Adat2"	148.232153901095	-0.217915765176338	0.359341440640859	-0.606430933175147	0.544228632706868	0.862884873126924	"chr10"	13552907	13563376	10470	"+"	"refGene"	"transcript"	NA	NA	"Adat2"	"NM_025748"	NA	NA
"11164"	"Erlec1"	2697.00949220849	-0.0686679756325106	0.225705281403897	-0.304237345291137	0.760947075043341	0.95104784213537	"chr11"	30929784	30954131	24348	"-"	"refGene"	"transcript"	NA	NA	"Erlec1"	"NM_025745"	NA	NA
"11165"	"2210016F16Rik"	219.733914723081	1.72318122850619	0.290863822173623	5.92435736981271	3.13520987574342e-09	7.01060404537497e-08	"chr13"	58380046	58385225	5180	"-"	"refGene"	"transcript"	NA	NA	"2210016F16Rik"	"NM_027335"	NA	NA
"11166"	"Casp6"	970.424472905721	0.653941480143454	0.23780399125356	2.74991801733968	0.0059610176670893	0.0400702947694164	"chr3"	129901415	129914112	12698	"+"	"refGene"	"transcript"	NA	NA	"Casp6"	"NM_009811"	NA	NA
"11167"	"Ddx3x"	161389.721959079	0.339824466655748	0.197954326135551	1.71668118242109	0.086037440214956	0.317960609394444	"chrX"	13281022	13293983	12962	"+"	"refGene"	"transcript"	NA	NA	"Ddx3x"	"NM_010028"	NA	NA
"11168"	"Cdk5rap1"	144.868221776011	-0.107777567220727	0.347226360623295	-0.310395694115097	0.756260068156483	0.949748044742259	"chr2"	154335386	154372719	37334	"-"	"refGene"	"transcript"	NA	NA	"Cdk5rap1"	"NM_025876"	NA	NA
"11169"	"Plpp6"	693.292198358411	0.0216139588646368	0.221924741790396	0.0973931914497881	0.922414151461731	0.986273755726224	"chr19"	28963920	28966801	2882	"+"	"refGene"	"transcript"	NA	NA	"Plpp6"	"NM_028922"	NA	NA
"11170"	"1700052K11Rik"	250.388297399642	-0.623203403026007	0.277278652170502	-2.24757080340534	0.0246035710499556	0.126508783665372	"chr11"	105179021	105181433	2413	"-"	"refGene"	"transcript"	NA	NA	"1700052K11Rik"	"NR_027956"	NA	NA
"11171"	"4931440P22Rik"	10.0200861975271	0.215038011574048	1.05270288057565	0.204272274296865	0.838140735060114	0.969319192549024	"chr3"	65527485	65529414	1930	"-"	"refGene"	"transcript"	NA	NA	"4931440P22Rik"	"NR_027955"	NA	NA
"11172"	"Cst13"	2.58954654210388	-4.86062060068126	2.50656517326772	-1.93915588252774	0.0524823597929152	0.223457742036304	"chr2"	148820099	148830410	10312	"+"	"refGene"	"transcript"	NA	NA	"Cst13"	"NM_027024"	NA	NA
"11173"	"Ak6"	1371.11136210326	0.423703602357383	0.194388034792606	2.17967943762297	0.0292812318054568	0.145015174521551	"chr13"	100651343	100666415	15073	"+"	"refGene"	"transcript"	NA	NA	"Ak6"	"NM_027592"	NA	NA
"11174"	"Mir3064"	369.198342329113	0.00182980804844379	0.256318361762388	0.00713880986076235	0.994304102209264	0.998702694056903	"chr11"	106782693	106782759	67	"-"	"refGene"	"transcript"	NA	NA	"Mir3064"	"NR_037224"	NA	NA
"11175"	"Trp53cor1"	4.50078605279075	-1.47934277044394	1.58178182390943	-0.935238190300913	0.349665561092397	0.718452957261339	"chr17"	29057474	29079126	21653	"-"	"refGene"	"transcript"	NA	NA	"Trp53cor1"	"NR_036469"	NA	NA
"11176"	"Cep78"	970.759542888892	-0.0783091416577258	0.20393072452993	-0.38399874191705	0.700979379957451	0.930263844612845	"chr19"	15955773	15984989	29217	"-"	"refGene"	"transcript"	NA	NA	"Cep78"	"NM_198019"	NA	NA
"11177"	"Stpg2"	10.0850129001148	-0.207989016406578	1.05172599376642	-0.197759699426779	0.843233078581731	0.969829267052151	"chr3"	139205893	139710299	504407	"+"	"refGene"	"transcript"	NA	NA	"Stpg2"	"NM_198659"	NA	NA
"11178"	"4930519F16Rik"	21.7655978521087	-0.256214985860453	0.741591031469316	-0.345493641357573	0.729723289789526	0.937787313104234	"chrX"	103182971	103256614	73644	"-"	"refGene"	"transcript"	NA	NA	"4930519F16Rik"	"NM_001358270"	NA	NA
"11179"	"Ero1l"	6999.18661355124	1.09473677082678	0.190730851648306	5.73969424120956	9.48476391486571e-09	2.0397204550549e-07	"chr14"	45283087	45318572	35486	"-"	"refGene"	"transcript"	NA	NA	"Ero1l"	"NM_015774"	NA	NA
"11180"	"Mir873a"	5.13777717984762	-0.940126570088694	1.55689882576723	-0.603845641431069	0.54594627168284	0.864084599637076	"chr4"	36668510	36668586	77	"-"	"refGene"	"transcript"	NA	NA	"Mir873a"	"NR_030605"	NA	NA
"11181"	"C1ql3"	3277.92156981658	-3.09559152840405	0.196974247759966	-15.7157169711665	1.18038286598927e-55	3.08766696236138e-53	"chr2"	13001887	13010864	8978	"-"	"refGene"	"transcript"	NA	NA	"C1ql3"	"NM_153155"	NA	NA
"11182"	"Rnaseh2c"	41.0119550543663	0.165608469170302	0.599105841311038	0.276426063227654	0.782220840719311	0.956835227004448	"chr19"	5601873	5602959	1087	"+"	"refGene"	"transcript"	NA	NA	"Rnaseh2c"	"NM_026616"	NA	NA
"11183"	"Cul7"	26.2586492228335	-0.354257745881972	0.714431490169094	-0.49585964610564	0.619993438931824	0.900396226671403	"chr17"	46650338	46664364	14027	"+"	"refGene"	"transcript"	NA	NA	"Cul7"	"NM_025611"	NA	NA
"11184"	"Mir222"	132.080150942052	1.20739923676811	0.381963361210934	3.16103417076523	0.00157210054555446	0.0129912754445101	"chrX"	19146893	19146971	79	"-"	"refGene"	"transcript"	NA	NA	"Mir222"	"NR_029807"	NA	NA
