gene_name	Chromosome	seqnames	Cell Type	Lin- WT rep1 (FPKM)	Lin- XistΔ/Δ rep1 (FPK	Lin- WT rep2 (FPKM)	Lin- XistΔ/Δ rep2 (FPK	FoldChange_1	FoldChange_2	FoldChange
Kctd4	chr14	autosomes	Lin-	1.153879492	0.815953207	2.168353441	1.465032704	0.707139015	0.675642945	0.69139098
Gpalpp1	chr14	autosomes	Lin-	20.14134926	18.63553414	16.77289545	14.4925093	0.925237625	0.864043381	0.894640503
Ccdc122	chr14	autosomes	Lin-	4.447229905	3.601137067	2.913298937	1.752180227	0.809748348	0.601441962	0.705595155
Dgkh	chr14	autosomes	Lin-	4.577669154	4.079718942	8.123618959	4.155410226	0.891221887	0.51152205	0.701371969
Vwa8	chr14	autosomes	Lin-	9.374654142	8.54794621	10.30234982	7.685665568	0.911814567	0.74601093	0.828912749
Kbtbd7	chr14	autosomes	Lin-	9.879673423	9.392960588	12.97260624	12.40951256	0.950735939	0.956593635	0.953664787
Sugt1	chr14	autosomes	Lin-	13.76180549	13.14290122	15.72146703	15.58680312	0.955027393	0.991434393	0.973230893
Olfm4	chr14	autosomes	Lin-	90.2429781	78.58008274	129.6607162	108.303247	0.870761187	0.835281882	0.853021534
Klf5	chr14	autosomes	Lin-	36.65795465	30.22328884	49.15477913	43.77679413	0.824467408	0.890590801	0.857529104
Mycbp2	chr14	autosomes	Lin-	22.13695621	21.25872612	24.8210176	23.58773379	0.960327423	0.950312923	0.955320173
Gm17066	chr14	autosomes	Lin-	9.114998837	6.677946027	7.590957492	7.007684556	0.73263268	0.923162139	0.82789741
Ndfip2	chr14	autosomes	Lin-	8.936342299	7.314312323	8.731441029	7.212532413	0.818490617	0.826041473	0.822266045
Dock9	chr14	autosomes	Lin-	6.102930365	5.105773264	8.419263317	5.568278047	0.836610113	0.661373548	0.74899183
1810041H14Rik	chr14	autosomes	Lin-	2.542669968	1.042896875	1.970131428	1.021367412	0.410158176	0.518426029	0.464292102
Gpr183	chr14	autosomes	Lin-	5.314342491	5.178004575	7.134293232	6.193211629	0.97434529	0.868090423	0.921217856
Pcca	chr14	autosomes	Lin-	12.34310245	10.30524016	10.89600751	9.169875606	0.834898697	0.841581248	0.838239973
Prkaa1	chr15	autosomes	Lin-	24.73311929	23.2330254	24.98393285	23.27512758	0.939348779	0.931603832	0.935476305
Rictor	chr15	autosomes	Lin-	11.3429821	8.894996257	12.88379854	10.89501528	0.784184986	0.845636886	0.814910936
2410089E03Rik	chr15	autosomes	Lin-	2.603741556	2.069710032	2.859419284	1.862124793	0.794898413	0.651224815	0.723061614
Il7r	chr15	autosomes	Lin-	15.67024172	11.25997828	17.11995111	15.5597848	0.718558046	0.90886853	0.813713288
6030458C11Rik	chr15	autosomes	Lin-	12.20984742	11.55515674	10.02132508	9.698543471	0.946380109	0.967790526	0.957085318
Zfp622	chr15	autosomes	Lin-	16.19337203	15.0722326	12.27554241	12.2582005	0.930765536	0.998587279	0.964676408
Ankrd33b	chr15	autosomes	Lin-	5.025673981	2.403987539	5.327006296	4.479299819	0.478341323	0.840866252	0.659603787
Ubr5	chr15	autosomes	Lin-	40.0007698	36.71313449	38.56172592	35.34477868	0.917810699	0.916576679	0.917193689
Nudcd1	chr15	autosomes	Lin-	11.04257888	7.040853504	8.427755864	7.047840098	0.637609527	0.836265337	0.736937432
Dscc1	chr15	autosomes	Lin-	9.442698903	5.746543576	6.984559906	6.521653304	0.608570032	0.933724299	0.771147166
Has2	chr15	autosomes	Lin-	1.388724067	0.836055512	1.748909436	0.590442939	0.602031413	0.337606354	0.469818884
Derl1	chr15	autosomes	Lin-	32.89919452	30.35636308	32.90009859	30.8579344	0.922708399	0.937928326	0.930318362
Tbc1d31	chr15	autosomes	Lin-	11.52155983	9.83085727	10.6466961	8.441863117	0.853257495	0.792909184	0.823083339
E430025E21Rik	chr15	autosomes	Lin-	31.54714909	29.42426006	26.8161463	26.75367885	0.932707421	0.997670528	0.965188975
Asap1	chr15	autosomes	Lin-	67.23337729	63.54922084	67.92448488	66.94283845	0.94520346	0.985547974	0.965375717
Efr3a	chr15	autosomes	Lin-	22.94682898	20.54017332	23.03953371	21.56201034	0.895120338	0.935870083	0.915495211
Trappc9	chr15	autosomes	Lin-	8.852574136	6.442103705	9.770465728	8.294397792	0.727709659	0.84892553	0.788317594
Jrk	chr15	autosomes	Lin-	2.006095234	1.925241234	2.391505803	1.95113996	0.959695832	0.815862524	0.887779178
Ly6d	chr15	autosomes	Lin-	37.73029755	28.61853914	63.59532929	40.81232429	0.758502874	0.641750341	0.700126608
Scrib	chr15	autosomes	Lin-	13.47322159	12.35832028	14.08093457	13.74382396	0.917250577	0.976059075	0.946654826
Gm10872	chr15	autosomes	Lin-	5.353198361	4.57991956	10.12456831	7.435856299	0.855548263	0.734436874	0.794992569
Tonsl	chr15	autosomes	Lin-	10.54594775	8.040494447	8.903242618	6.925528176	0.762425022	0.777865826	0.770145424
Mfsd3	chr15	autosomes	Lin-	1.188802864	0.697974655	1.087795942	0.254557031	0.587123968	0.234011749	0.410567859
Lrrc14	chr15	autosomes	Lin-	9.724405936	7.666772247	7.965794246	7.964639829	0.788405204	0.999855078	0.894130141
Card10	chr15	autosomes	Lin-	2.917301251	1.500938915	4.21059339	2.847626928	0.514495688	0.676300622	0.595398155
Gm10865	chr15	autosomes	Lin-	1.437106191	0.996690897	1.794977889	0.298257455	0.693540188	0.166162189	0.429851188
Ankrd54	chr15	autosomes	Lin-	12.85835077	10.27812279	11.38569165	9.227113695	0.799334454	0.810413103	0.804873778
Eif3l	chr15	autosomes	Lin-	118.375644	118.1615231	105.1647414	102.3991422	0.998191174	0.97370222	0.985946697
Micall1	chr15	autosomes	Lin-	3.31392308	2.890592201	3.979965684	3.318312459	0.872256878	0.833754038	0.853005458
Mir1943	chr15	autosomes	Lin-	1.121336557	0	4.713471971	0	0	0	0
Ddx17	chr15	autosomes	Lin-	42.24271927	38.54484153	42.1197577	40.17738397	0.912461182	0.953884499	0.93317284
Tab1	chr15	autosomes	Lin-	8.780424739	6.857632232	9.103357799	7.735325402	0.781013725	0.84972222	0.815367973
Tnrc6b	chr15	autosomes	Lin-	31.47883052	28.4834637	33.20359339	32.83040007	0.904845041	0.988760454	0.946802748
Sgsm3	chr15	autosomes	Lin-	4.889057319	4.27791129	6.314511166	4.279780512	0.874997164	0.677769094	0.776383129
Phf5a	chr15	autosomes	Lin-	24.63674396	22.10460427	18.37338831	18.06600422	0.897221009	0.983270147	0.940245578
Pmm1	chr15	autosomes	Lin-	23.92227716	13.51702703	16.19615994	15.88617249	0.565039312	0.980860435	0.772949874
Tcf20	chr15	autosomes	Lin-	62.16163528	58.73470078	61.91495852	61.55241761	0.944870586	0.994144534	0.96950756
Tbrg3	chr15	autosomes	Lin-	6.735116406	3.189943839	7.817698297	6.49932861	0.473628613	0.831360889	0.652494751
Nfam1	chr15	autosomes	Lin-	52.10849413	50.36963818	71.74218927	57.8479008	0.966630086	0.806330297	0.886480192
Rrp7a	chr15	autosomes	Lin-	18.07163246	14.9207183	14.74643374	13.15538687	0.825643081	0.892106329	0.858874705
1700001L05Rik	chr15	autosomes	Lin-	6.968052236	6.092006767	6.485188251	5.525657819	0.874276851	0.852042779	0.863159815
Celsr1	chr15	autosomes	Lin-	2.996505567	2.418997371	3.856759593	2.563686124	0.807272777	0.664725416	0.735999096
Cerk	chr15	autosomes	Lin-	23.7865922	18.81560647	22.81491068	22.48785103	0.791017322	0.985664654	0.888340988
Brd1	chr15	autosomes	Lin-	20.64365976	19.03619467	20.73552781	20.19004983	0.922132747	0.973693557	0.947913152
Sbf1	chr15	autosomes	Lin-	23.4746298	21.2470499	21.6993098	21.01232334	0.905106921	0.968340631	0.936723776
Abcd2	chr15	autosomes	Lin-	9.338264147	8.941001001	13.7172001	9.874324495	0.957458566	0.719849855	0.83865421
E330033B04Rik	chr15	autosomes	Lin-	4.408747178	3.200023234	5.873380939	3.961171833	0.725835051	0.674427876	0.700131464
Arid2	chr15	autosomes	Lin-	42.05297731	40.12591377	39.98147058	39.17440061	0.954175336	0.9798139	0.966994618
Scaf11	chr15	autosomes	Lin-	46.16410784	45.51496601	49.86753615	49.20775365	0.985938387	0.986769298	0.986353842
Slc38a1	chr15	autosomes	Lin-	36.29009121	35.33983303	33.94731796	28.85110368	0.973814941	0.849878736	0.911846838
Rnd1	chr15	autosomes	Lin-	1.504871325	1.073753849	2.744456574	1.484490849	0.713518712	0.540905206	0.627211959
Kmt2d	chr15	autosomes	Lin-	62.56053551	51.81936077	65.14551526	60.46569004	0.8283075	0.928163509	0.878235505
Lmbr1l	chr15	autosomes	Lin-	4.910698626	3.405766847	5.171799557	4.233466589	0.693540188	0.818567414	0.756053801
Troap	chr15	autosomes	Lin-	10.76502888	7.745745629	10.95461759	10.60859384	0.71952855	0.968412978	0.843970764
Smarcd1	chr15	autosomes	Lin-	16.96603904	16.23500836	14.60768412	12.98537093	0.956912118	0.88894111	0.922926614
Cers5	chr15	autosomes	Lin-	11.54558244	11.03890541	11.32271778	11.09339668	0.956115074	0.979746815	0.967930944
Larp4	chr15	autosomes	Lin-	25.10201712	21.75806611	18.91296971	18.31823287	0.866785566	0.968554022	0.917669794
Mir3473a	chr15	autosomes	Lin-	5.698944652	4.191989395	7.881356991	4.300948007	0.735572926	0.545711609	0.640642268
Csrnp2	chr15	autosomes	Lin-	1.507798162	1.28421585	2.489905196	1.59552558	0.85171602	0.640797723	0.746256872
Galnt6	chr15	autosomes	Lin-	7.761499401	6.027483451	6.092159313	4.424612377	0.776587505	0.726279821	0.751433663
Acvrl1	chr15	autosomes	Lin-	3.079383192	2.647738663	5.891306685	3.027297419	0.859827601	0.513858399	0.686843
Myg1	chr15	autosomes	Lin-	19.34362423	15.92980264	17.64786188	17.45969698	0.823516961	0.989337808	0.906427384
Atf7	chr15	autosomes	Lin-	21.32394117	19.62910601	21.3681548	19.36883263	0.92051961	0.906434496	0.913477053
Itga5	chr15	autosomes	Lin-	20.07544218	16.21764669	16.70384525	16.37797456	0.807835093	0.980491276	0.894163185
Mefv	chr16	autosomes	Lin-	6.599002409	5.609092441	7.670602534	6.563009392	0.849990967	0.855605458	0.852798213
Zfp597	chr16	autosomes	Lin-	3.823897078	2.966303178	5.203596511	3.59841527	0.775727777	0.691524653	0.733626215
Trap1	chr16	autosomes	Lin-	67.13959917	59.29661421	56.81582002	56.52437127	0.883183917	0.994870289	0.939027103
Srl	chr16	autosomes	Lin-	1.496391873	1.045410889	2.083499075	1.552808117	0.698621068	0.745288604	0.721954836
Coro7	chr16	autosomes	Lin-	46.23262907	45.64128034	57.00432384	46.13700788	0.987209277	0.809359795	0.898284536
Rmi2	chr16	autosomes	Lin-	5.845405409	4.137533414	5.784461839	3.907547574	0.707826596	0.675524825	0.691675711
Litaf	chr16	autosomes	Lin-	45.5943364	41.51485659	63.61335967	56.31271409	0.910526611	0.885234083	0.897880347
2610020C07Rik	chr16	autosomes	Lin-	2.94246826	1.689628379	2.690289396	2.107833575	0.574221446	0.783496964	0.678859205
Tnfrsf17	chr16	autosomes	Lin-	1.360932483	1.048734856	1.089637961	0.470747234	0.770600209	0.432021691	0.60131095
Cpped1	chr16	autosomes	Lin-	17.89001312	15.26058647	16.59412183	15.61395136	0.853022654	0.94093267	0.896977662
Prkdc	chr16	autosomes	Lin-	9.82045393	8.003137985	9.909299406	9.664576989	0.814945831	0.975303762	0.895124796
Snap29	chr16	autosomes	Lin-	20.44054089	16.25233451	20.58141539	19.24351537	0.795102957	0.934994752	0.865048854
Lztr1	chr16	autosomes	Lin-	15.88163252	13.50180515	12.17798582	11.45155083	0.85015222	0.940348511	0.895250366
Car15	chr16	autosomes	Lin-	1.222307586	0	1.957294372	0.49966896	0	0.255285545	0.127642772
Dgcr2	chr16	autosomes	Lin-	20.42927307	17.31630908	21.46228527	17.99249247	0.847622381	0.838330692	0.842976537
Zdhhc8	chr16	autosomes	Lin-	11.11500675	8.095499651	8.976704734	7.956930516	0.728339607	0.88639771	0.807368658
Hira	chr16	autosomes	Lin-	19.99939494	15.83248511	18.77055431	15.30036398	0.791648205	0.815125847	0.803387026
Lamp3	chr16	autosomes	Lin-	1.66506571	1.485942995	2.073234776	1.283176195	0.892423036	0.618924692	0.755673864
Parl	chr16	autosomes	Lin-	25.32507229	23.40429264	20.2642622	17.027297	0.924155018	0.840262371	0.882208694
Abcc5	chr16	autosomes	Lin-	11.59296586	9.712363514	12.3045614	10.50828983	0.83778074	0.854015799	0.845898269
Senp2	chr16	autosomes	Lin-	18.49235262	15.93564531	17.55835409	17.32918925	0.861742453	0.986948387	0.92434542
9230117E06Rik	chr16	autosomes	Lin-	1.307106884	0	2.943399948	1.186838447	0	0.403220245	0.201610122
Tbccd1	chr16	autosomes	Lin-	11.10318242	10.83813437	9.27791908	7.953649872	0.976128641	0.857266571	0.916697606
St6gal1	chr16	autosomes	Lin-	12.09413416	7.96319479	13.30512942	7.83393311	0.658434468	0.588790448	0.623612458
Il1rap	chr16	autosomes	Lin-	3.930822439	3.233509883	5.305889427	2.842801953	0.822603904	0.535782359	0.679193131
Atp13a3	chr16	autosomes	Lin-	43.87426804	38.77198955	38.60960281	36.85853303	0.883706812	0.954646781	0.919176797
Lsg1	chr16	autosomes	Lin-	30.17208818	27.99116761	21.97231439	21.01453098	0.927717281	0.956409535	0.942063408
Ppp1r2	chr16	autosomes	Lin-	13.72329882	12.04223112	12.99452556	12.85414956	0.877502653	0.989197297	0.933349975
Senp5	chr16	autosomes	Lin-	10.02865066	8.432670082	8.396822074	6.839485128	0.840857895	0.814532578	0.827695236
Nrros	chr16	autosomes	Lin-	28.071695	27.14419561	24.25282162	22.85294041	0.966959623	0.942279656	0.954619639
Fbxo45	chr16	autosomes	Lin-	9.276246964	8.699539887	9.42760964	8.502770111	0.937829698	0.901900952	0.919865325
Ubxn7	chr16	autosomes	Lin-	14.63328992	13.63624097	14.84457179	13.18035479	0.931864335	0.887890535	0.909877435
Tnk2	chr16	autosomes	Lin-	20.31697349	16.65801705	14.90416682	13.96258972	0.819906422	0.936824573	0.878365498
Sec22a	chr16	autosomes	Lin-	2.665702385	1.694707422	2.511917571	1.553329606	0.635745172	0.618383989	0.62706458
Pdia5	chr16	autosomes	Lin-	3.484263563	3.03367218	3.505233006	2.606067791	0.870678158	0.743479189	0.807078673
Kpna1	chr16	autosomes	Lin-	30.34550841	26.31316835	30.9447789	30.5180706	0.867119048	0.986210653	0.92666485
Gm5416	chr16	autosomes	Lin-	3.480338802	0	1.671931263	0	0	0	0
Slc15a2	chr16	autosomes	Lin-	2.38116914	0	1.992444552	0.243043557	0	0.121982595	0.060991298
4930565N06Rik	chr16	autosomes	Lin-	2.168412414	1.233652508	3.519775161	3.181873735	0.568919685	0.903999145	0.736459415
Gm19522	chr16	autosomes	Lin-	2.863397164	1.888643895	2.720027303	1.99768835	0.659581534	0.734436874	0.697009204
Gm608	chr16	autosomes	Lin-	29.42639018	28.97792413	28.64600319	28.34601755	0.984759733	0.989527836	0.987143784
BC027231	chr16	autosomes	Lin-	11.43892402	7.708855784	10.18769672	8.639600591	0.673914415	0.848042578	0.760978496
Gtpbp8	chr16	autosomes	Lin-	10.48329292	7.582596067	12.28869478	9.380288445	0.72330289	0.763326668	0.743314779
Atg3	chr16	autosomes	Lin-	50.95257501	47.14508036	59.01992109	54.77245536	0.925273754	0.928033355	0.926653554
Btla	chr16	autosomes	Lin-	6.237369604	3.816941017	6.017091973	5.474734552	0.611947224	0.909863864	0.760905544
C330027C09Rik	chr16	autosomes	Lin-	16.59191533	16.0833574	17.2177787	14.00053816	0.969349052	0.813144274	0.891246663
Cep97	chr16	autosomes	Lin-	3.813031716	3.451510602	3.869090932	3.582565391	0.905188013	0.925944997	0.915566505
Rpl24	chr16	autosomes	Lin-	7.595032141	4.946953191	6.949718404	6.567813645	0.651340653	0.945047448	0.79819405
Zbtb11	chr16	autosomes	Lin-	14.31442877	11.8226658	14.11306684	12.16031091	0.825926482	0.861634898	0.84378069
Tmem45a2	chr16	autosomes	Lin-	1.494627924	1.357432124	2.644453393	1.661761783	0.908207389	0.628395186	0.768301288
Tomm70a	chr16	autosomes	Lin-	56.70229145	54.8480742	46.61767433	44.07945188	0.967299077	0.945552358	0.956425718
Mina	chr16	autosomes	Lin-	17.38854355	14.92596796	16.33155528	11.97670922	0.858379422	0.733347744	0.795863583
Crybg3	chr16	autosomes	Lin-	5.216168417	4.75698552	7.098298636	5.52315926	0.911969312	0.778096209	0.84503276
Nsun3	chr16	autosomes	Lin-	17.26683088	16.79068201	13.23960569	12.51403064	0.972424073	0.945196627	0.95881035
Gm10791	chr16	autosomes	Lin-	1.064049411	0.886697359	3.090747902	1.489339765	0.833323481	0.481870347	0.657596914
N6amt1	chr16	autosomes	Lin-	9.643744825	8.347198154	7.16325927	6.284222957	0.865555685	0.877285426	0.871420555
Ltn1	chr16	autosomes	Lin-	16.97034252	14.90768924	17.62380216	16.94592693	0.878455412	0.96153638	0.919995896
Urb1	chr16	autosomes	Lin-	11.59232099	11.02927005	13.37490528	11.5622651	0.951428973	0.864474541	0.907951757
Paxbp1	chr16	autosomes	Lin-	16.96680242	14.40775262	17.38290561	13.45852899	0.849173124	0.774239318	0.811706221
Son	chr16	autosomes	Lin-	81.1561592	75.00289146	85.70563289	83.98240702	0.924179904	0.979893668	0.952036786
Ttc3	chr16	autosomes	Lin-	19.15433443	17.5619441	19.60126833	18.62474094	0.916865275	0.950180398	0.933522836
Wrb	chr16	autosomes	Lin-	4.912113462	4.077427807	4.157270889	3.831533222	0.830076064	0.921646274	0.875861169
Scaf8	chr17	autosomes	Lin-	27.07867856	23.97032404	25.71219618	24.12520271	0.885210258	0.938278572	0.911744415
Ldhal6b	chr17	autosomes	Lin-	2.265953457	0.261921631	1.666840261	0.440884376	0.115590031	0.264503076	0.190046554
Zdhhc14	chr17	autosomes	Lin-	9.144922595	5.421998482	7.179911558	7.076371157	0.592897143	0.985579154	0.789238149
Synj2	chr17	autosomes	Lin-	1.32389234	0.696891523	2.276720977	0.541782289	0.526395917	0.237966046	0.382180982
Serac1	chr17	autosomes	Lin-	2.202739191	1.310887524	1.981906725	1.267366384	0.595116993	0.639468229	0.617292611
Tmem181b-ps	chr17	autosomes	Lin-	7.629612023	5.012205457	7.221891116	7.20488692	0.656941066	0.997645465	0.827293266
Tmem181c-ps	chr17	autosomes	Lin-	1.133256822	0.736836702	1.409630254	0.860987058	0.650193926	0.610789287	0.630491606
Tagap	chr17	autosomes	Lin-	8.848388027	6.367416178	8.789053485	8.740145765	0.719613127	0.994435383	0.857024255
1700110C19Rik	chr17	autosomes	Lin-	1.247137472	0.524206034	2.927500696	1.705933498	0.420327387	0.582726932	0.501527159
Airn	chr17	autosomes	Lin-	1.234597699	0.605424428	2.516149571	1.475256618	0.490381951	0.586315152	0.538348551
Acat2	chr17	autosomes	Lin-	4.987949148	4.762863811	3.338547137	2.86419105	0.954874172	0.857915414	0.906394793
LOC106740	chr17	autosomes	Lin-	3.047087803	2.826400413	3.749859069	1.639538774	0.927574325	0.437226771	0.682400548
Lnpep	chr17	autosomes	Lin-	66.23179458	65.96497035	76.59265236	64.49066492	0.995971357	0.841995452	0.918983405
Fpr1	chr17	autosomes	Lin-	33.22563443	32.39795367	56.25119849	42.43975888	0.975089091	0.754468527	0.864778809
Zfp160	chr17	autosomes	Lin-	7.118049446	6.544805577	6.968450901	6.692535762	0.919466158	0.960405097	0.939935627
Zfp52	chr17	autosomes	Lin-	4.087704123	3.394209221	6.229793435	4.819026012	0.830346111	0.773545072	0.801945591
Zfp760	chr17	autosomes	Lin-	4.482815293	3.439471596	5.033430697	4.500463355	0.767257041	0.894114497	0.830685769
2210404O09Rik	chr17	autosomes	Lin-	2.211370607	0.596428928	1.527095795	0.458948527	0.269710073	0.300536828	0.285123451
Zfp944	chr17	autosomes	Lin-	4.954382297	2.684955441	6.621063999	5.019124445	0.541935458	0.75805406	0.649994759
Pkmyt1	chr17	autosomes	Lin-	7.708020195	5.12771967	10.00452837	8.269411007	0.665244711	0.826566801	0.745905756
Kctd5	chr17	autosomes	Lin-	5.463834455	4.967796258	7.24217747	5.652543237	0.909214271	0.780503275	0.844858773
Pdpk1	chr17	autosomes	Lin-	21.88411643	15.25335603	20.08036582	19.50442178	0.697005797	0.97131805	0.834161924
Abca3	chr17	autosomes	Lin-	25.52758411	24.90708862	26.80411092	24.93640398	0.975693137	0.930320131	0.953006634
Dnase1l2	chr17	autosomes	Lin-	2.0861759	0.535869194	2.58500052	1.374493902	0.256866736	0.531719004	0.39429287
Tsc2	chr17	autosomes	Lin-	16.41099692	16.20171429	16.45885867	12.88628132	0.987247415	0.782938938	0.885093176
Tbl3	chr17	autosomes	Lin-	16.30641824	12.50929638	13.23172384	12.20960474	0.767139429	0.922752385	0.844945907
Nubp2	chr17	autosomes	Lin-	40.84291973	34.30772699	25.98672239	23.25557175	0.839992028	0.894902074	0.867447051
Ift140	chr17	autosomes	Lin-	10.55657997	9.504305186	10.51864846	9.834972769	0.900320484	0.935003466	0.917661975
Prss34	chr17	autosomes	Lin-	158.1614782	114.8891718	195.2042997	89.27473534	0.726404261	0.457340005	0.591872133
Cacna1h	chr17	autosomes	Lin-	1.507221882	0.931472329	1.696640407	0.934298365	0.618006108	0.550675535	0.584340822
Chtf18	chr17	autosomes	Lin-	11.31932573	5.620489506	6.662640699	6.522562128	0.49653925	0.978975518	0.737757384
Ccdc78	chr17	autosomes	Lin-	1.536998563	0.544447182	2.173409374	0.411598901	0.354227515	0.189379371	0.271803443
Wdr24	chr17	autosomes	Lin-	9.852492126	7.862033307	8.803130821	6.797690654	0.797974077	0.772190121	0.785082099
Wdr90	chr17	autosomes	Lin-	3.203884731	3.087442232	3.807308205	2.484757887	0.96365584	0.652628511	0.808142176
Wfikkn1	chr17	autosomes	Lin-	1.323407064	0.298483247	1.880131536	0.837378974	0.225541524	0.445383186	0.335462355
Rab40c	chr17	autosomes	Lin-	4.248892451	2.647495561	5.142714118	4.684649776	0.623102512	0.910929456	0.767015984
Capn15	chr17	autosomes	Lin-	8.900267879	6.647516029	8.237312439	8.215360085	0.746889433	0.99733501	0.872112222
Rab11fip3	chr17	autosomes	Lin-	1.049253723	1.021332806	2.387626126	1.146118084	0.973389737	0.480024101	0.726706919
Neurl1b	chr17	autosomes	Lin-	3.049154746	2.92053412	3.169482365	1.983575952	0.957817613	0.625835933	0.791826773
Zbtb9	chr17	autosomes	Lin-	10.01167461	9.176429987	10.43479686	9.992481799	0.916572935	0.957611531	0.937092233
Lemd2	chr17	autosomes	Lin-	8.229901931	7.708766762	9.65675553	9.619974808	0.93667784	0.996191193	0.966434516
Fkbp5	chr17	autosomes	Lin-	31.88735874	30.34196708	47.85124096	40.75505357	0.951535915	0.851703169	0.901619542
Tbc1d22b	chr17	autosomes	Lin-	15.12407097	9.852212911	12.89767335	11.30230862	0.65142599	0.876306006	0.763865998
Ccdc167	chr17	autosomes	Lin-	3.378110785	2.329448689	2.968788467	2.640386718	0.689571431	0.889381897	0.789476664
Mir6412	chr17	autosomes	Lin-	12.27863529	0	26.2158822	0	0	0	0
Dnah8	chr17	autosomes	Lin-	11.70917426	9.586494688	15.17147781	11.41378492	0.818716545	0.752318598	0.785517572
Wdr4	chr17	autosomes	Lin-	8.112106095	7.747098139	5.989554063	5.568290334	0.955004539	0.929666929	0.942335734
U2af1	chr17	autosomes	Lin-	13.5308712	6.217277319	6.056030283	4.534983165	0.459488323	0.748837597	0.60416296
H2-DMb2	chr17	autosomes	Lin-	9.737509755	6.560745307	7.692160092	6.106005544	0.673760075	0.793795952	0.733778014
Ager	chr17	autosomes	Lin-	1.276766079	0.250609977	1.330853349	1.049922417	0.196284959	0.788909174	0.492597067
Agpat1	chr17	autosomes	Lin-	50.79311183	47.60357344	42.58771809	41.05801797	0.937205297	0.964081191	0.950643244
Prrt1	chr17	autosomes	Lin-	2.621930809	0.359573466	1.761246158	0.23057471	0.137140715	0.130915664	0.134028189
Snord52	chr17	autosomes	Lin-	9.711914923	2.405572607	4.998791098	0	0.247692924	0	0.123846462
Apom	chr17	autosomes	Lin-	2.747666639	0	2.268682114	0.772215665	0	0.340380726	0.170190363
Bag6	chr17	autosomes	Lin-	64.09089271	62.57525818	58.68108654	58.40142106	0.976351796	0.995234146	0.985792971
Aif1	chr17	autosomes	Lin-	2.712993703	1.027294054	4.550328125	3.786063088	0.378656999	0.832041775	0.605349387
Tnf	chr17	autosomes	Lin-	6.091035053	4.979957326	8.950749254	4.856129363	0.817588026	0.542538867	0.680063447
Cchcr1	chr17	autosomes	Lin-	4.571586665	1.53013356	4.140906553	3.370275589	0.334705141	0.813898007	0.574301574
Olfr99	chr17	autosomes	Lin-	1.337541971	0.979174616	1.659910842	0	0.732070198	0	0.366035099
1700071M16Rik	chr17	autosomes	Lin-	2.255659839	1.813786374	5.260974763	2.985242666	0.804104566	0.567431474	0.68576802
Nfkbie	chr17	autosomes	Lin-	8.464549567	5.843327031	9.742206942	7.441725437	0.690329354	0.763864439	0.727096896
Xpo5	chr17	autosomes	Lin-	30.31312227	26.82450187	27.07554968	22.75319195	0.884913854	0.840359373	0.862636614
Yipf3	chr17	autosomes	Lin-	17.37713496	12.76312896	17.75369172	15.65302023	0.734478324	0.88167692	0.808077622
Tjap1	chr17	autosomes	Lin-	11.92376144	9.607767381	12.2744882	7.152294222	0.805766488	0.582695922	0.694231205
Abcc10	chr17	autosomes	Lin-	2.229611477	1.765097854	3.168498637	2.328550126	0.791661629	0.734906463	0.763284046
Pex6	chr17	autosomes	Lin-	8.160176373	5.751072593	8.663529821	6.476958889	0.704773075	0.747612004	0.726192539
Gltscr1l	chr17	autosomes	Lin-	20.43017597	19.4372753	22.3172709	18.88283859	0.951400288	0.846108768	0.898754528
Tbcc	chr17	autosomes	Lin-	5.796208739	5.724383937	5.360884756	3.571968824	0.987608313	0.66630211	0.826955212
Ubr2	chr17	autosomes	Lin-	27.48483025	21.96953038	31.06749527	26.99715	0.799332948	0.868983797	0.834158372
Trerf1	chr17	autosomes	Lin-	6.872504937	6.590443086	8.76218554	6.823164381	0.958957927	0.778705763	0.868831845
Med20	chr17	autosomes	Lin-	16.73265006	15.28285433	15.20424786	14.42794121	0.913355283	0.948941463	0.931148373
Foxp4	chr17	autosomes	Lin-	19.00519202	14.79820611	16.64545688	16.39783177	0.778640179	0.985123562	0.88188187
Trem1	chr17	autosomes	Lin-	8.32105863	7.272383963	12.90211393	9.701836808	0.873973407	0.751957149	0.812965278
Trem3	chr17	autosomes	Lin-	38.3512082	30.11020954	52.81324551	45.10608962	0.785117626	0.854067747	0.819592687
B430306N03Rik	chr17	autosomes	Lin-	26.57651853	24.29707083	39.89743771	27.88519392	0.914230764	0.698921924	0.806576344
Tspo2	chr17	autosomes	Lin-	12.38807055	9.411320423	3.942896721	3.815653874	0.759708333	0.967728587	0.86371846
Daam2	chr17	autosomes	Lin-	1.096850796	0.774797331	1.15466975	0.899321469	0.706383525	0.778856006	0.742619765
Plcl2	chr17	autosomes	Lin-	42.82821938	37.207694	45.00495576	40.74195361	0.86876584	0.90527705	0.887021445
Sgol1	chr17	autosomes	Lin-	13.94912849	12.50577812	12.05374883	11.22697588	0.89652756	0.931409476	0.913968518
Ebi3	chr17	autosomes	Lin-	16.39248492	15.99880398	19.56116744	19.00534198	0.97598406	0.971585261	0.973784661
Fem1a	chr17	autosomes	Lin-	11.6373216	11.4387048	12.18051965	10.94198781	0.982932774	0.898318637	0.940625705
Ptprs	chr17	autosomes	Lin-	21.68750403	20.61361152	21.52326935	20.98330326	0.950483352	0.97491245	0.962697901
